institute_id,institute_name,institute_fee,institute_reputation,institute_campus_job_placement_pct,institute_campus_area,score_cut_off,total_no_of_students,applied_no_of_students,declined_no_of_student_pct,accepted_no_of_student_pct
MAEA264,Georgia Gwinnett College,171010.25,9.6,97.97,198.97,91.13,4095,62955,93.50,6.50
IDNI180,"California State University, Fresno (Fresno State)",200303.39,7.0,86.49,320.38,94.73,1388,35863,96.13,3.87
IITI669,Georgia Highlands College,226183.47,5.7,76.36,218.98,81.87,2059,15162,86.42,13.58
INII147,Central Connecticut State University (CCSU),175329.52,2.0,65.68,196.63,86.17,2174,39024,94.43,5.57
INTS744,Salem State University,174083.9,7.5,50.73,315.69,91.42,2266,72451,96.87,3.13
NDAD168,Kentucky State University,193982.56,7.7,54.17,333.89,89.71,1450,10584,86.30,13.70
ARMM229,Gordon State College,184696.48,2.4,86.86,167.92,94.23,2612,48260,94.59,5.41
DNNN145,Valdosta State University (VSU),172191.1,7.0,87.67,313.33,93.03,1819,52928,96.56,3.44
ITIT707,"California State University, Chico (Chico State)",168247.07,1.5,90.58,193.35,81.98,2898,59436,95.12,4.88
NINN125,Armstrong State University,229497.72,5.7,72.75,165.55,85.4,3564,11635,69.37,30.63
APPN447,Georgia Southwestern State University (GSW),222203.54,7.5,93.07,318.4,94.53,1619,26054,93.79,6.21
DIII100,"University of California, Riverside (UC Riverside)",235459.15,7.0,67.14,229.4,91.69,3185,35543,91.04,8.96
ERRA268,Georgia Gwinnett College,165385.22,3.3,94.7,192.21,75.41,2314,53571,95.68,4.32
DAAN184,Valdosta State University (VSU),165964.65,1.3,57.67,182.61,93.45,2561,49463,94.82,5.18
STSS749,"University of California, Berkeley (UC Berkeley)",204842.02,9.1,51.0,245.06,95.67,3663,35750,89.75,10.25
DIIA121,South Georgia State College (SGSC),248432.08,7.2,84.97,315.1,94.04,2280,36513,93.76,6.24
IGGI686,University of Massachusetts Amherst (UMass Amherst),233295.88,1.8,83.59,250.34,91.04,3597,65566,94.51,5.49
IIAA126,University of Massachusetts Boston (UMass Boston),185636.19,8.0,63.32,225.22,81.12,3285,29151,88.73,11.27
RRMM259,Georgia Gwinnett College,165339.97,4.3,89.12,154.63,96.4,4092,36151,88.68,11.32
IIIN152,"University of California, Santa Cruz (UC Santa Cruz)",213445.23,9.7,56.64,303.43,81.65,4670,50648,90.78,9.22
JANA472,Augusta University,241907.11,8.3,69.38,256.97,85.26,3081,59012,94.78,5.22
IAAI157,Florida A&M University (Florida A&M),153128.32,4.9,66.77,188.82,78.05,2043,58621,96.51,3.49
IITT766,University of Massachusetts Dartmouth (UMass Dartmouth),243122.17,7.9,81.04,340.62,98.3,1717,31645,94.57,5.43
DIDA168,Savannah State University,173584.4,5.9,83.16,210.11,86.43,4611,20253,77.23,22.77
AERE261,Central Connecticut State University (CCSU),215499.94,7.0,83.84,236.82,91.03,1966,22747,91.36,8.64
NDII175,"University of California, San Diego (UC San Diego)",210770.08,9.4,60.4,154.83,90.11,2152,13221,83.72,16.28
NSTT707,Abraham Baldwin Agricultural College,172954.32,4.7,64.27,274.3,98.25,4435,43320,89.76,10.24
NNAD132,"University of California, San Diego (UC San Diego)",221756.1,9.8,85.13,209.0,96.53,3761,29508,87.25,12.75
SSNN767,University of West Georgia (UWG),200246.58,2.0,55.67,168.5,96.4,3210,58080,94.47,5.53
INID151,Florida Polytechnic University (Florida Poly or FPU),243961.47,7.9,68.11,280.76,90.07,1684,61462,97.26,2.74
MRME216,Armstrong State University,156760.67,8.7,85.38,322.59,82.74,4153,22336,81.41,18.59
DNDD141,Southern Connecticut State University (SCSU),182737.6,3.6,98.53,157.49,79.39,2153,13630,84.20,15.80
TSTS797,College of Coastal Georgia,191240.85,6.0,58.92,175.63,77.81,4358,65975,93.39,6.61
IADA123,"California State University, Bakersfield (CSUB)",155906.01,8.5,57.51,292.68,76.41,2608,16953,84.62,15.38
STST725,"University of California, Riverside (UC Riverside)",191577.46,7.6,82.67,259.52,83.72,3771,71768,94.75,5.25
DIAD182,Bridgewater State University,200466.71,3.9,61.95,327.41,85.19,3040,50365,93.96,6.04
ERRE254,Georgia Southwestern State University (GSW),224006.07,2.2,66.4,261.08,77.02,1583,17461,90.93,9.07
NNAA119,Florida State University (FSU),211690.1,8.1,69.09,337.27,94.52,2208,47504,95.35,4.65
TNNN790,Georgia Highlands College,155134.15,5.0,83.39,326.94,81.44,2632,70053,96.24,3.76
NNNI119,University of North Georgia (UNG),226154.15,9.9,82.05,263.14,89.98,4609,45551,89.88,10.12
PPPP467,Framingham State University,179743.13,9.2,57.92,297.15,75.1,3003,71229,95.78,4.22
ADND195,"University of California, San Diego (UC San Diego)",185179.17,2.4,89.95,214.2,77.79,3788,64162,94.10,5.90
RMAE235,Kennesaw State University,244527.87,1.9,59.67,338.5,97.92,2790,21428,86.98,13.02
DIAD125,Abraham Baldwin Agricultural College,235442.3,8.8,65.35,334.75,76.88,2599,25003,89.61,10.39
IIIG679,Middle Georgia State University,226179.09,2.2,99.93,260.88,90.07,3372,37081,90.91,9.09
NDDA198,Clayton State University,220324.67,4.5,68.09,238.64,89.87,4007,40189,90.03,9.97
INTI781,Georgia College and State University,200528.47,3.5,87.41,282.54,92.2,3977,45659,91.29,8.71
DAAN152,Abraham Baldwin Agricultural College,168338.86,4.5,59.71,156.26,82.73,3937,35972,89.06,10.94
REAR296,"California State University, Dominguez Hills (CSUDH)",199939.89,2.8,82.72,195.32,92.63,4746,42040,88.71,11.29
IANN101,Florida International University (FIU),160309.85,7.6,93.76,161.1,90.86,3776,16167,76.64,23.36
NAAJ452,Western Connecticut State University (WCSU),165486.64,2.9,87.8,334.34,93.07,4444,63642,93.02,6.98
ANAD140,Bainbridge State College,185295.9,2.5,73.19,294.03,75.81,3941,32227,87.77,12.23
ITTS772,Florida Gulf Coast University (FGCU),154338.97,8.7,64.66,290.93,87.58,3762,57719,93.48,6.52
DDIN107,Florida A&M University (Florida A&M),174483.02,5.5,89.53,311.99,89.75,3941,18132,78.26,21.74
MREA282,University of Massachusetts Lowell (UMass Lowell),164579.18,6.0,54.58,182.48,83.87,3127,57029,94.52,5.48
ADII112,Abraham Baldwin Agricultural College,190461.35,10.0,74.21,192.95,90.08,3967,25603,84.51,15.49
NTNS736,Atlanta Metropolitan State College,168577.78,5.1,76.81,259.33,92.41,2615,28384,90.79,9.21
AIDI167,Middle Georgia State University,155654.57,2.4,52.54,291.21,75.9,3207,25333,87.34,12.66
GTGI651,"California State University, Fresno (Fresno State)",237505.9,1.4,89.99,198.59,78.2,2930,56179,94.78,5.22
NDAN181,Valdosta State University (VSU),173777.2,5.7,52.14,314.38,94.6,2565,26631,90.37,9.63
REAM269,University of Georgia (UGA),174154.49,1.1,77.36,276.11,80.85,3774,70931,94.68,5.32
DAIN191,Abraham Baldwin Agricultural College,168250.65,9.1,51.25,211.2,88.76,1776,68495,97.41,2.59
ITTT759,Western Kentucky University (WKU),165901.07,2.0,50.05,244.46,85.7,1888,67664,97.21,2.79
AADA187,Middle Georgia State University,153194.22,1.6,74.01,239.9,86.25,4167,70726,94.11,5.89
NNST725,"University of California, Riverside (UC Riverside)",188046.04,6.0,50.53,243.8,79.97,3570,56448,93.68,6.32
IAAN103,"University of California, Berkeley (UC Berkeley)",211043.48,7.5,80.16,276.23,88.4,4577,50117,90.87,9.13
RREE237,Albany State University,227460.78,3.8,82.59,321.02,84.6,3333,57742,94.23,5.77
NIID112,Clayton State University,164415.12,8.9,50.7,176.72,87.36,1845,10026,81.60,18.40
ITST761,"University of California, San Francisco (UCSF)",204409.77,1.2,73.08,302.95,81.2,4036,28052,85.61,14.39
ADIN125,Eastern Connecticut State University (ECSU),232627.41,7.1,55.08,279.96,82.12,4058,63744,93.63,6.37
PPJN498,University of Massachusetts Amherst (UMass Amherst),193809.49,1.8,81.39,265.91,87.59,1433,59757,97.60,2.40
ANIA162,Southern Connecticut State University (SCSU),205554.91,3.3,90.3,239.77,96.73,2699,55088,95.10,4.90
MEAM230,Abraham Baldwin Agricultural College,216754.1,3.9,73.68,342.43,85.15,4293,28452,84.91,15.09
AIII113,Massachusetts College of Art and Design (MassArt),158574.53,9.2,76.69,244.44,86.94,1050,55558,98.11,1.89
SNSI761,"California State University, Fullerton (Fullerton, CSUF, Cal State Fullerton)",234222.02,1.6,91.21,307.74,79.67,4730,38547,87.73,12.27
NNNN153,Eastern Connecticut State University (ECSU),207847.41,5.6,66.76,335.33,77.05,1878,19601,90.42,9.58
TISI764,Fitchburg State University,220281.9,7.8,75.92,181.17,85.3,1957,60471,96.76,3.24
DDDD125,University of Massachusetts Dartmouth (UMass Dartmouth),244360.62,9.3,54.09,301.12,75.35,4038,12511,67.72,32.28
MAEM263,"California State University, Channel Islands (CSUCI or CI)",221281.96,9.3,58.95,261.4,79.28,1606,70657,97.73,2.27
AADD137,Central Connecticut State University (CCSU),248932.49,6.3,56.24,211.94,75.45,1269,12163,89.57,10.43
ANNJ416,University of South Florida (USF),236873.0,7.0,64.08,279.84,98.61,1770,48148,96.32,3.68
ADAA139,"University of California, Merced (UC Merced)",209637.9,2.5,87.86,258.61,84.08,3560,36711,90.30,9.70
NTSS765,"California State University, Chico (Chico State)",205393.31,1.1,53.78,221.52,79.85,1483,37348,96.03,3.97
DNND127,"University of California, San Diego (UC San Diego)",213278.03,8.3,85.34,156.18,92.84,4309,66708,93.54,6.46
ARAM296,Columbus State University,246368.01,2.2,55.22,232.91,94.5,2671,51716,94.84,5.16
NDNA113,Georgia State University (GSU),246911.69,8.2,97.85,268.1,89.44,3798,29877,87.29,12.71
TIGI617,"University of California, Berkeley (UC Berkeley)",189717.84,1.6,65.89,331.19,76.89,2519,70635,96.43,3.57
NAIA122,Northern Kentucky University (NKU),151654.87,1.7,51.13,259.69,91.07,1110,64276,98.27,1.73
SSTN718,Massachusetts College of Art and Design (MassArt),204619.79,8.5,88.39,244.0,88.28,4075,24677,83.49,16.51
INND119,Eastern Kentucky University (EKU),171307.85,5.1,78.69,168.68,99.24,1138,58552,98.06,1.94
AARA237,"University of California, San Diego (UC San Diego)",237895.63,2.8,81.71,165.58,87.31,3607,61641,94.15,5.85
NIDD143,Northern Kentucky University (NKU),213677.99,8.4,60.73,210.69,82.77,1489,19406,92.33,7.67
NSTT729,Savannah State University,223584.04,6.6,52.24,293.17,86.19,1872,29122,93.57,6.43
NINI119,University of North Georgia (UNG),173979.82,1.9,84.93,258.81,78.18,3498,37180,90.59,9.41
TTIS794,"University of California, Davis (UC Davis)",247627.53,7.6,78.61,292.09,95.14,4501,72405,93.78,6.22
AIIA131,Atlanta Metropolitan State College,160064.0,9.5,95.77,264.61,99.5,3288,12100,72.83,27.17
MEEA256,Abraham Baldwin Agricultural College,202475.88,9.8,79.22,186.6,97.51,1962,44778,95.62,4.38
DAAD144,Eastern Kentucky University (EKU),181632.34,2.7,94.86,312.17,93.74,2589,52326,95.05,4.95
ISTS736,Georgia Institute of Technology (Georgia Tech),196544.48,8.8,67.77,263.88,82.71,4558,14423,68.40,31.60
IANI118,University of Massachusetts Amherst (UMass Amherst),244178.51,7.9,75.77,234.82,86.45,3848,27532,86.02,13.98
PJAP500,Abraham Baldwin Agricultural College,238079.06,1.5,58.97,240.83,88.39,3640,38848,90.63,9.37
AIAA141,"University of California, Merced (UC Merced)",201765.3,8.5,84.25,250.3,97.62,2759,18952,85.44,14.56
MAAR284,Valdosta State University (VSU),210615.49,8.4,77.38,204.47,87.87,2761,63173,95.63,4.37
INDN126,University of North Georgia (UNG),247410.61,9.0,81.54,163.92,85.91,3080,24151,87.25,12.75
NNSI780,Columbus State University,175902.66,7.8,65.78,186.1,92.24,3628,64979,94.42,5.58
ADID191,Georgia College and State University,194570.94,8.3,90.67,225.45,86.89,2337,53586,95.64,4.36
IISS709,East Georgia State College,158772.32,5.4,70.31,151.42,79.8,3726,27853,86.62,13.38
IDID136,Fort Valley State University,186855.37,7.8,89.46,242.2,82.5,2363,72633,96.75,3.25
AEEE279,"University of California, Riverside (UC Riverside)",151074.68,6.6,91.27,301.48,77.85,4698,10773,56.39,43.61
INAI163,Fort Valley State University,164185.0,8.9,77.71,243.11,99.93,3328,35459,90.61,9.39
NNJN446,University of Massachusetts Medical School,192495.93,5.1,65.21,161.32,91.88,2820,58582,95.19,4.81
NIDA194,Fort Valley State University,218555.49,4.9,95.43,204.55,82.29,3212,30067,89.32,10.68
SSTN793,"University of California, Santa Cruz (UC Santa Cruz)",185677.64,9.8,93.74,228.76,81.72,1053,33850,96.89,3.11
AADN168,Georgia Southwestern State University (GSW),241503.93,4.6,74.81,185.0,85.99,2827,50208,94.37,5.63
RMAA216,Eastern Connecticut State University (ECSU),171467.63,7.6,68.45,229.64,88.78,2139,44893,95.24,4.76
IIDA108,Florida Gulf Coast University (FGCU),248005.82,6.8,92.69,202.46,87.65,2805,27862,89.93,10.07
SNTI800,"University of California, Irvine (UC Irvine)",217554.69,9.9,50.52,210.45,77.64,1247,65004,98.08,1.92
AIDA174,Massachusetts College of Art and Design (MassArt),243782.38,2.1,66.64,232.84,95.63,3239,50771,93.62,6.38
IIIT766,"California State University, Channel Islands (CSUCI or CI)",232152.14,7.2,58.24,214.29,97.56,3431,63147,94.57,5.43
DNDD163,Framingham State University,157478.15,8.9,64.89,341.13,91.19,1103,11504,90.41,9.59
MERA214,Georgia Highlands College,197264.97,3.9,86.71,189.15,75.69,3736,12230,69.45,30.55
AIIA185,Southern Connecticut State University (SCSU),208253.7,5.9,57.5,255.61,80.29,2076,54670,96.20,3.80
NISI781,University of West Georgia (UWG),209231.04,6.7,80.57,285.46,99.39,3727,49957,92.54,7.46
ANNI146,Valdosta State University (VSU),247296.91,9.4,71.61,320.32,75.9,1797,56063,96.79,3.21
NTSS702,Florida State University (FSU),171629.32,9.6,82.52,288.21,89.99,1916,45760,95.81,4.19
DNII190,University of North Florida (UNF),196738.71,4.4,65.5,281.11,79.97,3736,59148,93.68,6.32
RMRM227,"University of California, Los Angeles (UCLA)",180747.0,3.3,50.55,163.51,77.0,1110,57734,98.08,1.92
AIDN135,Western Connecticut State University (WCSU),201185.73,9.1,52.89,198.76,94.23,2622,71367,96.33,3.67
GIII689,Morehead State University,206412.2,2.4,65.9,275.4,93.23,3067,67800,95.48,4.52
NDAA100,Valdosta State University (VSU),154001.99,3.2,64.29,257.73,94.35,3715,69511,94.66,5.34
AJJA433,Western Kentucky University (WKU),233014.42,2.9,95.04,189.55,87.58,4086,12978,68.52,31.48
IAND120,Northern Kentucky University (NKU),182666.24,6.4,57.1,184.46,95.0,1275,67830,98.12,1.88
AEMM280,Eastern Connecticut State University (ECSU),165902.61,1.4,71.42,206.8,81.45,4378,64968,93.26,6.74
DNDI192,"University of California, Davis (UC Davis)",211611.6,3.2,50.73,322.55,90.99,2221,33151,93.30,6.70
NISS765,University of Georgia (UGA),229692.65,1.4,69.68,313.95,97.28,3928,47467,91.72,8.28
NIAA176,"California State University, Dominguez Hills (CSUDH)",203170.8,9.3,98.96,236.67,90.15,3797,19249,80.27,19.73
ISSS751,"University of California, Los Angeles (UCLA)",237343.97,2.8,96.68,297.96,77.84,2704,35444,92.37,7.63
IAID148,Massachusetts College of Art and Design (MassArt),179644.08,5.8,87.82,308.7,97.69,3054,34245,91.08,8.92
MMEM251,Clayton State University,198244.2,2.3,94.03,163.89,81.28,4737,56722,91.65,8.35
INDN200,Gordon State College,223938.51,2.4,76.14,279.69,86.39,2338,42802,94.54,5.46
PANA481,University of Florida (UF),225146.7,1.2,82.26,334.22,78.82,3531,57008,93.81,6.19
NDDN102,Georgia Southern University,214646.87,9.3,80.56,161.52,86.4,1387,26813,94.83,5.17
ITTT692,University of West Georgia (UWG),173114.41,6.7,80.08,232.3,90.77,2863,11680,75.49,24.51
NINI138,"California State University, Channel Islands (CSUCI or CI)",166872.15,4.9,61.12,339.11,86.33,1348,73312,98.16,1.84
REAM240,"University of California, Davis (UC Davis)",171367.75,9.6,70.42,327.51,86.14,2992,22086,86.45,13.55
AAAN128,University of North Georgia (UNG),203891.9,1.5,86.66,178.87,84.73,3706,14235,73.97,26.03
ITTI706,Central Connecticut State University (CCSU),215517.53,4.5,81.66,346.25,99.88,2615,32315,91.91,8.09
NIAI104,Georgia Highlands College,170409.87,4.1,65.58,260.74,89.07,4097,50728,91.92,8.08
SINN765,University of South Florida (USF),157033.46,1.3,85.08,180.16,93.41,4390,25692,82.91,17.09
DIDI182,Eastern Kentucky University (EKU),229845.88,3.6,58.54,160.68,91.19,3543,54586,93.51,6.49
MRAR274,"University of California, Davis (UC Davis)",192872.12,1.1,78.2,238.09,85.82,1006,57446,98.25,1.75
AINN114,Southern Connecticut State University (SCSU),200568.02,8.5,87.19,213.33,85.98,3569,14545,75.46,24.54
TINN758,University of Massachusetts Boston (UMass Boston),160733.31,3.4,94.46,318.93,80.39,4559,63764,92.85,7.15
DDNI142,Salem State University,154141.08,2.8,78.68,164.05,88.28,3851,55098,93.01,6.99
TSNI736,"University of Louisville (Louisville, U of L, or UL)",161347.66,6.8,87.82,345.58,77.39,2158,27163,92.06,7.94
NDII127,Middle Georgia State University,225455.39,7.0,66.49,307.37,83.11,2797,39704,92.96,7.04
AAME269,"California State University, Chico (Chico State)",242773.49,7.1,85.98,282.69,81.92,3120,49667,93.72,6.28
DIAN117,Clayton State University,214918.75,4.3,84.68,306.27,89.45,2258,21337,89.42,10.58
NIST717,"University of California, Santa Barbara (UC Santa Barbara)",214476.49,2.2,81.51,168.54,80.08,3841,68713,94.41,5.59
INAI162,University of Massachusetts Medical School,156195.31,8.0,56.61,306.63,89.73,4710,52094,90.96,9.04
NJNN424,"University of California, San Francisco (UCSF)",216806.68,6.4,76.15,301.15,97.88,3883,29124,86.67,13.33
IAIN131,Florida State University (FSU),153207.98,4.3,62.43,191.27,87.82,4684,35657,86.86,13.14
RAAR269,Augusta University,203228.8,6.3,87.0,235.82,95.36,2524,24924,89.87,10.13
AAIA115,Central Connecticut State University (CCSU),158113.96,9.1,98.16,283.35,98.76,4056,50397,91.95,8.05
ITNS714,East Georgia State College,179559.8,2.3,84.46,233.55,76.63,1537,45932,96.65,3.35
NIDI172,"University of California, Berkeley (UC Berkeley)",150194.83,6.6,64.78,150.34,92.62,4717,33145,85.77,14.23
SSTT797,Westfield State University,207750.97,6.2,69.81,174.42,81.69,1518,73179,97.93,2.07
ADNA108,Salem State University,168370.86,9.8,59.58,192.24,89.91,1749,64509,97.29,2.71
RMEE231,Florida Polytechnic University (Florida Poly or FPU),159238.84,1.4,98.09,214.98,83.07,1334,15049,91.14,8.86
AAAI162,South Georgia State College (SGSC),196613.22,3.1,66.79,252.17,95.27,3438,40174,91.44,8.56
NJJJ404,Southern Connecticut State University (SCSU),240472.44,8.1,71.26,245.71,85.74,1386,47266,97.07,2.93
DADD156,Massachusetts College of Liberal Arts,211374.43,1.1,73.52,337.6,86.0,3340,70007,95.23,4.77
ISSN709,Northern Kentucky University (NKU),216420.24,2.4,80.94,243.04,93.81,4604,36078,87.24,12.76
DIIN137,Gordon State College,215845.35,3.7,73.37,247.06,92.62,4716,48130,90.20,9.80
MMER239,"University of California, San Diego (UC San Diego)",181756.21,3.3,54.93,321.32,92.48,1215,12529,90.30,9.70
DNAN137,Georgia Highlands College,169069.58,7.3,92.93,280.59,95.48,2786,13534,79.41,20.59
SSIT721,Columbus State University,247515.05,7.7,71.09,197.37,91.14,1187,36471,96.75,3.25
NIAA113,University of Kentucky (Kentucky or UK),243664.55,4.5,63.71,259.94,89.46,3242,28068,88.45,11.55
TNIT791,University of Massachusetts Dartmouth (UMass Dartmouth),178741.54,2.5,80.38,212.87,93.26,4208,35300,88.08,11.92
NNAD191,Augusta University,159862.45,1.4,75.37,224.96,89.8,1618,51971,96.89,3.11
RRRM232,"University of California, Los Angeles (UCLA)",152538.89,8.1,69.12,320.2,93.73,1172,35337,96.68,3.32
IDAN124,Georgia State University (GSU),164699.05,7.0,54.86,291.8,86.12,4273,32217,86.74,13.26
NNNS709,Georgia Institute of Technology (Georgia Tech),223033.61,9.1,54.25,179.04,91.07,1821,39203,95.35,4.65
IANA198,Florida State University (FSU),154340.36,1.6,66.01,212.37,76.98,4071,67047,93.93,6.07
IGII654,University of Kentucky (Kentucky or UK),202812.13,9.0,55.67,176.16,90.89,2539,43860,94.21,5.79
INII164,Georgia College and State University,191771.03,1.2,58.37,280.41,75.88,4647,47770,90.27,9.73
AMAE230,Columbus State University,170610.5,8.0,82.08,300.39,95.0,4345,59736,92.73,7.27
NDNN119,University of Kentucky (Kentucky or UK),174140.63,4.5,57.39,167.55,81.33,2886,30973,90.68,9.32
NINT741,"University of California, Santa Cruz (UC Santa Cruz)",185260.75,3.3,88.5,177.07,76.38,2300,27847,91.74,8.26
IIII115,"California State University, Bakersfield (CSUB)",189745.08,3.9,83.52,161.47,80.76,1892,24494,92.28,7.72
AJJP478,Kennesaw State University,222377.87,9.8,81.05,166.63,97.94,2796,37830,92.61,7.39
AAND200,South Georgia State College (SGSC),203174.45,4.7,52.38,342.96,92.88,3161,62132,94.91,5.09
MRME221,Eastern Connecticut State University (ECSU),213292.17,8.1,89.34,177.43,94.99,1222,50446,97.58,2.42
IDAD122,Abraham Baldwin Agricultural College,176287.91,5.1,52.05,155.08,81.78,1365,28067,95.14,4.86
TSTI783,Murray State University,172101.86,3.7,65.27,172.47,78.03,3947,15241,74.10,25.90
AIDD189,University of South Florida (USF),218265.19,2.1,95.47,242.92,97.56,4277,67086,93.62,6.38
SSII775,Massachusetts College of Art and Design (MassArt),206605.41,2.3,85.23,290.33,78.6,2834,39880,92.89,7.11
ANIN169,Massachusetts College of Liberal Arts,186499.59,1.2,81.01,213.02,77.35,4723,41679,88.67,11.33
AEEE212,"California State University, East Bay (CSUEB)",238556.19,8.3,58.24,299.88,78.43,4322,71435,93.95,6.05
INID200,Eastern Connecticut State University (ECSU),213779.28,5.4,80.49,244.03,88.59,4019,55445,92.75,7.25
JNPA420,Massachusetts College of Art and Design (MassArt),186209.1,7.5,57.92,251.22,80.95,2178,71990,96.97,3.03
ANDN115,Columbus State University,212509.93,5.4,79.55,282.98,90.13,2344,36790,93.63,6.37
TNSS702,University of Georgia (UGA),195066.25,5.6,52.87,198.89,78.63,2623,42723,93.86,6.14
NDND179,University of Massachusetts Boston (UMass Boston),171981.75,2.8,74.11,162.9,81.95,2239,55521,95.97,4.03
EMEA299,"University of California, Irvine (UC Irvine)",205089.51,7.2,57.2,210.31,91.46,3838,63260,93.93,6.07
NNAD137,Abraham Baldwin Agricultural College,159879.0,9.6,68.25,251.26,83.13,3817,72904,94.76,5.24
TTII744,Worcester State University,212862.05,4.9,93.43,343.02,89.19,1806,52332,96.55,3.45
DIAA121,Florida State University (FSU),226349.17,6.5,88.33,324.26,82.66,2143,56866,96.23,3.77
SSTT709,Georgia Highlands College,195209.19,7.3,91.88,266.22,82.63,4402,29068,84.86,15.14
IAAA169,Massachusetts Maritime Academy,168811.38,1.4,69.71,211.61,83.43,3978,21693,81.66,18.34
EMAR236,Eastern Kentucky University (EKU),180931.79,1.7,65.84,245.76,83.33,4177,34206,87.79,12.21
NIDA117,"California State University, East Bay (CSUEB)",209037.38,2.2,62.67,284.4,91.33,3144,55573,94.34,5.66
ITGT681,University of West Georgia (UWG),215129.81,4.7,74.99,340.14,99.75,3517,54078,93.50,6.50
ADIA128,"University of California, Los Angeles (UCLA)",197960.16,7.0,87.8,231.87,93.89,2856,47512,93.99,6.01
TTSN779,Gordon State College,177379.14,7.5,71.52,302.14,90.63,1703,35229,95.17,4.83
DIID127,Middle Georgia State University,178457.46,7.9,74.39,258.74,97.42,4208,63207,93.34,6.66
RMAE206,East Georgia State College,235690.66,6.4,78.57,230.49,81.85,1209,20550,94.12,5.88
ANDD128,"University of California, San Diego (UC San Diego)",196978.3,2.2,56.6,187.82,94.2,4409,60589,92.72,7.28
INII785,Armstrong State University,153988.33,10.0,55.14,299.91,86.16,3850,51625,92.54,7.46
ADII169,University of Georgia (UGA),199868.33,4.1,61.68,263.95,84.4,3430,15282,77.56,22.44
NJPP427,"University of California, Davis (UC Davis)",223359.8,7.9,76.59,271.45,82.6,1231,39049,96.85,3.15
NDDD184,Southern Connecticut State University (SCSU),217478.66,8.6,83.3,170.76,86.99,3108,33294,90.66,9.34
EMAA295,Western Kentucky University (WKU),241750.09,6.8,95.18,171.46,79.8,4439,71370,93.78,6.22
DIIN156,Bainbridge State College,203042.01,7.6,59.33,300.47,88.24,2117,36427,94.19,5.81
NTTN743,Western Connecticut State University (WCSU),154341.15,2.6,84.01,262.35,81.56,4681,11516,59.35,40.65
DIDD109,"University of California, Santa Cruz (UC Santa Cruz)",182393.15,4.4,58.1,250.71,93.76,2467,40456,93.90,6.10
GTIT684,Georgia Gwinnett College,163616.06,7.9,76.35,299.12,89.43,4411,42457,89.61,10.39
ANNN184,Framingham State University,217605.53,6.9,86.64,322.82,98.21,4645,24676,81.18,18.82
ARMM257,Worcester State University,248461.28,3.1,82.49,297.37,83.9,4170,50411,91.73,8.27
IIDI177,"University of California, Santa Barbara (UC Santa Barbara)",234511.1,4.2,67.4,315.48,89.05,1348,48084,97.20,2.80
APNA418,"California State University, Dominguez Hills (CSUDH)",155573.99,8.2,80.72,169.89,84.33,2849,15092,81.12,18.88
IIAN155,"University of Louisville (Louisville, U of L, or UL)",172873.07,3.7,63.6,252.88,96.42,2369,35869,93.40,6.60
STTS772,"University of California, San Francisco (UCSF)",236812.9,8.0,66.25,335.09,82.55,2751,71567,96.16,3.84
ADID104,"University of California, Los Angeles (UCLA)",168352.06,7.4,73.26,263.46,89.2,4081,21779,81.26,18.74
MRER283,Abraham Baldwin Agricultural College,181005.27,3.8,99.92,281.88,77.52,3567,19792,81.98,18.02
IDDN107,Central Connecticut State University (CCSU),162937.78,6.2,98.29,161.93,83.97,3760,16028,76.54,23.46
TITS749,University of Massachusetts Dartmouth (UMass Dartmouth),177779.79,8.7,68.24,251.79,84.08,1096,38941,97.19,2.81
ANNI128,"California State University, Fresno (Fresno State)",178620.49,1.4,91.2,280.47,86.97,2764,73137,96.22,3.78
TTTT736,"California State University, Fullerton (Fullerton, CSUF, Cal State Fullerton)",234743.84,7.3,59.22,157.23,99.12,3121,53535,94.17,5.83
ANIN141,"University of California, Riverside (UC Riverside)",176355.28,6.5,98.34,152.59,83.96,3661,73512,95.02,4.98
MREM295,Georgia Highlands College,241358.72,5.7,53.98,150.96,90.38,1125,62680,98.21,1.79
DNAI132,Dalton State College,206588.08,8.0,79.84,328.97,91.66,2766,69682,96.03,3.97
SIIT764,"University of California, Los Angeles (UCLA)",183642.17,7.8,76.2,321.52,88.66,3460,28496,87.86,12.14
IDDI166,"California State University, East Bay (CSUEB)",242508.89,9.8,65.68,341.91,76.57,1269,51846,97.55,2.45
TNST772,Armstrong State University,151687.19,7.6,80.34,342.11,88.7,3013,26570,88.66,11.34
DNAN111,Central Connecticut State University (CCSU),182841.9,8.6,66.61,334.01,83.42,3179,38809,91.81,8.19
AAMM226,Abraham Baldwin Agricultural College,212964.5,4.5,92.9,284.72,80.57,3159,24239,86.97,13.03
NDNA190,"University of Louisville (Louisville, U of L, or UL)",158840.38,7.0,61.34,293.32,83.32,3132,15123,79.29,20.71
NTTT762,University of South Florida (USF),207767.93,8.2,93.65,315.26,95.37,1349,21134,93.62,6.38
ADNI174,Massachusetts College of Liberal Arts,187286.17,7.1,68.78,165.52,86.68,4216,73596,94.27,5.73
NJJN452,University of Massachusetts Lowell (UMass Lowell),162580.01,8.7,84.58,201.75,96.04,2864,60577,95.27,4.73
ADII191,Georgia State University (GSU),215666.06,5.8,96.17,246.04,79.24,2951,73867,96.00,4.00
AMMR233,University of Georgia (UGA),200460.07,8.3,74.01,165.91,97.15,3631,29308,87.61,12.39
