institute_id,institute_name,institute_fee,institute_reputation,institute_campus_job_placement_pct,institute_campus_area,score_cut_off,total_no_of_students,applied_no_of_students,declined_no_of_student_pct,accepted_no_of_student_pct
IIAI165,"California State University, Chico (Chico State)",158177.84,1.3,89.43,326.89,89.07,2149,46190,95.35,4.65
PJPJ443,Savannah State University,194805.89,9.4,75.61,257.95,76.07,3355,63197,94.69,5.31
NAAA126,Dalton State College,178467.41,7.2,91.03,271.11,90.01,4213,55191,92.37,7.63
TNSN712,Georgia Southern University,166273.69,8.7,88.93,318.29,95.79,2656,44466,94.03,5.97
NAND114,Georgia Gwinnett College,171703.01,4.3,93.74,316.49,77.72,1127,64805,98.26,1.74
MEEA221,"University of California, San Diego (UC San Diego)",217205.04,9.7,64.35,238.6,86.69,2338,64220,96.36,3.64
NINA143,Kennesaw State University,188718.69,8.6,76.21,342.92,82.25,3774,35529,89.38,10.62
SSTI736,Abraham Baldwin Agricultural College,230383.34,6.7,79.86,264.38,92.23,3832,40617,90.57,9.43
DDIA179,Abraham Baldwin Agricultural College,215731.17,8.0,64.89,285.78,77.18,3555,41210,91.37,8.63
NNSS798,Atlanta Metropolitan State College,186026.21,3.9,75.02,305.54,98.93,1182,54630,97.84,2.16
NIDI191,"California State University, Bakersfield (CSUB)",187763.98,5.9,85.45,286.99,77.29,2483,13914,82.15,17.85
EERM239,"University of California, Santa Cruz (UC Santa Cruz)",199061.58,2.7,69.89,272.15,92.7,2507,62633,96.00,4.00
NNNA105,Georgia Southern University,222841.84,3.5,78.58,153.08,90.66,2646,32861,91.95,8.05
TTNS760,Georgia Southwestern State University (GSW),168591.56,1.5,85.55,333.49,94.28,4666,24798,81.18,18.82
DIIN127,"California State University, East Bay (CSUEB)",176683.62,7.5,69.65,270.61,86.96,2177,18075,87.96,12.04
SISN798,University of Florida (UF),170141.57,3.9,87.15,250.96,94.86,2357,69226,96.60,3.40
IIDA138,Augusta University,209577.43,7.7,64.79,324.94,88.2,3824,56211,93.20,6.80
EMAE218,Abraham Baldwin Agricultural College,237046.16,4.2,74.75,299.07,75.38,3614,29967,87.94,12.06
DNNA179,Dalton State College,218535.09,6.8,97.03,306.65,83.61,2986,33972,91.21,8.79
TGIT622,"California State University, Channel Islands (CSUCI or CI)",177836.74,8.7,74.17,179.47,84.83,2843,59023,95.18,4.82
IAAN182,Augusta University,176207.12,7.9,78.07,267.3,78.96,4075,29971,86.40,13.60
NPJN423,University of Massachusetts Dartmouth (UMass Dartmouth),210730.6,9.2,86.73,232.89,77.02,2476,29754,91.68,8.32
NDND172,University of Massachusetts Boston (UMass Boston),184047.17,9.2,71.76,316.98,99.39,2628,11505,77.16,22.84
MMEE300,University of Massachusetts Amherst (UMass Amherst),232835.35,7.1,82.55,168.42,82.51,1936,30462,93.64,6.36
DDNA185,University of Georgia (UGA),161820.31,3.4,53.15,349.39,85.8,2401,41122,94.16,5.84
ISNN764,Eastern Kentucky University (EKU),234489.87,3.5,76.93,313.22,90.81,3725,22425,83.39,16.61
DDAI194,"California State University, Dominguez Hills (CSUDH)",241222.97,9.3,85.01,311.24,91.94,2975,37617,92.09,7.91
TSSN763,Western Connecticut State University (WCSU),237679.21,3.3,56.03,218.52,76.29,1009,48892,97.94,2.06
IADN157,Valdosta State University (VSU),164606.55,8.6,50.07,219.63,87.2,3280,55304,94.07,5.93
EAAA264,"California State University, East Bay (CSUEB)",207001.37,9.4,65.44,220.59,76.21,1918,11491,83.31,16.69
NINA119,Northern Kentucky University (NKU),192174.6,6.5,88.94,205.23,83.48,4147,32443,87.22,12.78
AAPJ434,University of South Florida (USF),236159.05,1.9,96.96,325.29,99.97,4286,38679,88.92,11.08
DDIA187,Georgia Southwestern State University (GSW),241128.73,2.2,61.81,158.42,97.24,3659,37953,90.36,9.64
GITG665,Eastern Connecticut State University (ECSU),248992.94,2.9,99.02,194.95,77.86,4394,69478,93.68,6.32
AIAI195,University of North Florida (UNF),188743.16,9.9,96.7,240.02,86.65,2756,20148,86.32,13.68
RMRE278,Framingham State University,248021.82,2.6,73.55,180.02,84.22,1708,66105,97.42,2.58
DNDA143,"University of California, San Francisco (UCSF)",241572.17,9.6,98.03,242.9,80.87,2704,22692,88.08,11.92
NISN761,University of North Florida (UNF),233586.54,2.4,79.74,207.42,95.11,1750,54878,96.81,3.19
NDNI166,"California State University, Fresno (Fresno State)",201086.4,5.7,87.5,154.0,89.6,4746,36939,87.15,12.85
TTTN715,University of West Georgia (UWG),214453.7,5.5,64.56,153.45,96.4,2640,33198,92.05,7.95
IDII199,"University of California, Los Angeles (UCLA)",243103.39,9.3,57.09,197.39,93.91,3658,35307,89.64,10.36
AMEA290,University of Georgia (UGA),222725.84,3.2,97.72,320.95,91.16,4126,60297,93.16,6.84
IDNI172,Eastern Kentucky University (EKU),166033.83,6.8,61.14,202.03,95.15,4045,15459,73.83,26.17
NISI779,Massachusetts Maritime Academy,247016.4,3.1,50.98,176.97,99.32,4371,38493,88.64,11.36
NNID100,"University of California, Riverside (UC Riverside)",204565.66,5.1,76.63,275.59,95.93,2689,73017,96.32,3.68
TTIS703,Florida Polytechnic University (Florida Poly or FPU),247981.88,7.2,84.79,176.53,85.76,3531,65281,94.59,5.41
ANAA178,University of North Georgia (UNG),181820.24,9.0,80.12,156.76,98.06,4532,23403,80.63,19.37
ARAA236,Bainbridge State College,214745.66,4.2,72.21,320.54,79.8,3239,39000,91.69,8.31
AAAN127,"University of California, Santa Cruz (UC Santa Cruz)",219975.18,9.4,85.49,231.39,77.67,1176,12812,90.82,9.18
NSST713,East Georgia State College,244417.5,4.1,55.24,177.66,89.96,1636,52792,96.90,3.10
ADNN158,Georgia Gwinnett College,150957.71,3.6,99.23,216.93,78.25,4544,43441,89.54,10.46
AJPP493,Kennesaw State University,163033.08,2.2,53.94,282.57,85.91,3732,10224,63.50,36.50
ANIA138,"University of California, Riverside (UC Riverside)",226282.93,8.6,79.88,151.01,84.68,4433,35547,87.53,12.47
ERRA207,"University of California, Los Angeles (UCLA)",220054.07,6.6,88.54,332.46,75.59,2419,73393,96.70,3.30
AAIN143,University of West Georgia (UWG),169584.06,7.0,56.64,157.69,91.87,4197,23410,82.07,17.93
TIIT785,"University of California, Santa Barbara (UC Santa Barbara)",177075.1,7.2,65.63,272.93,84.42,3449,50820,93.21,6.79
IADN200,"University of California, Santa Cruz (UC Santa Cruz)",224208.3,2.0,89.17,257.32,82.38,1191,10153,88.27,11.73
NSNS797,University of Massachusetts Dartmouth (UMass Dartmouth),150368.05,6.2,55.7,209.67,88.81,1458,49281,97.04,2.96
NAII112,Georgia Southern University,196569.33,7.0,62.03,234.47,94.63,1891,19715,90.41,9.59
EREM237,University of West Florida (UWF),240570.05,7.2,54.1,233.2,85.12,4086,30529,86.62,13.38
IIAN102,University of Massachusetts Dartmouth (UMass Dartmouth),239044.1,4.0,60.15,328.29,76.95,2915,33103,91.19,8.81
APJP482,"University of California, San Francisco (UCSF)",163305.95,5.9,87.12,319.59,85.2,3312,60375,94.51,5.49
NADA154,Florida A&M University (Florida A&M),233801.53,3.8,92.89,189.74,81.82,3686,12848,71.31,28.69
NSIT759,Fort Valley State University,205749.53,9.9,87.51,236.04,96.97,3209,16414,80.45,19.55
NNDD108,Clayton State University,206761.78,5.3,57.3,271.83,82.81,3573,33801,89.43,10.57
EREE217,Fitchburg State University,200705.67,4.3,99.47,242.35,93.23,1140,65515,98.26,1.74
DIDI120,Savannah State University,204039.78,7.8,69.44,168.99,75.59,1679,62528,97.31,2.69
SIST740,"California State University, Dominguez Hills (CSUDH)",209959.0,1.3,93.62,189.35,93.11,2145,18517,88.42,11.58
NDDD178,"University of California, Berkeley (UC Berkeley)",233898.65,8.2,80.29,300.84,91.7,1206,41486,97.09,2.91
NINI735,Western Kentucky University (WKU),238079.63,2.8,70.88,265.33,75.04,4599,45798,89.96,10.04
IDDD168,"California State University, East Bay (CSUEB)",196269.45,4.6,76.03,294.76,76.89,3403,10401,67.28,32.72
EEAM289,"California State University, Chico (Chico State)",226732.76,4.7,76.25,331.34,79.12,1966,14362,86.31,13.69
AAIA191,Florida A&M University (Florida A&M),155800.93,5.4,69.73,309.05,86.22,1912,43969,95.65,4.35
NIII737,Gordon State College,237528.12,4.8,88.91,263.83,95.22,3718,15332,75.75,24.25
ADND177,University of Massachusetts Medical School,229442.95,8.2,86.45,349.54,98.5,3936,64787,93.92,6.08
TIII676,Framingham State University,223203.45,4.2,87.05,216.24,95.55,4229,23033,81.64,18.36
DNAA115,Georgia Southwestern State University (GSW),221478.7,9.7,91.62,325.33,78.4,2493,66957,96.28,3.72
EMAA263,"University of California, Riverside (UC Riverside)",159370.76,8.7,79.71,252.06,86.55,3096,57147,94.58,5.42
NDNN102,University of Florida (UF),224353.21,5.5,54.92,158.63,90.01,3341,42547,92.15,7.85
SIIS728,Florida Gulf Coast University (FGCU),233481.86,5.6,58.8,228.78,82.7,4094,28802,85.79,14.21
AIIA145,Georgia Highlands College,241476.3,3.0,77.8,211.19,79.86,4556,39651,88.51,11.49
JAPJ469,Morehead State University,213974.05,7.2,84.22,262.38,85.06,1106,35460,96.88,3.12
AIAA187,Southern Connecticut State University (SCSU),189606.73,9.7,81.92,195.0,95.88,1236,62223,98.01,1.99
MRRR277,Florida Atlantic University (FAU),175695.1,4.1,75.62,292.05,76.15,3624,23836,84.80,15.20
IDDI165,"University of California, Berkeley (UC Berkeley)",198050.05,4.1,88.88,314.67,78.94,1522,12099,87.42,12.58
SNIT726,Eastern Kentucky University (EKU),186648.43,7.8,85.37,254.93,78.95,2285,47617,95.20,4.80
AIAD119,Bainbridge State College,239032.12,9.7,79.87,213.75,92.62,4583,40746,88.75,11.25
TSNI775,Worcester State University,205107.9,5.9,51.52,178.02,96.37,3278,71083,95.39,4.61
INND187,Eastern Kentucky University (EKU),187532.36,5.7,89.99,233.39,82.49,2957,60297,95.10,4.90
RMAR205,Bridgewater State University,189157.66,6.1,62.21,270.09,90.13,3141,22487,86.03,13.97
NAAD159,"University of Louisville (Louisville, U of L, or UL)",155158.77,9.4,80.17,341.41,83.09,1680,55127,96.95,3.05
JANP484,Georgia Southwestern State University (GSW),181945.73,4.2,90.15,202.34,99.84,1866,60893,96.94,3.06
AANN137,University of Georgia (UGA),186332.5,8.8,54.72,241.89,85.8,4248,23509,81.93,18.07
NSNT766,Northern Kentucky University (NKU),229880.42,1.5,59.52,261.32,95.95,1858,25087,92.59,7.41
NANA172,"University of California, Davis (UC Davis)",232057.54,3.1,52.43,168.9,99.44,2674,42564,93.72,6.28
AMRE300,Atlanta Metropolitan State College,152234.8,8.8,62.84,304.53,81.71,4609,19224,76.02,23.98
DIIN104,Western Kentucky University (WKU),237156.13,5.2,57.58,270.43,79.42,3358,17974,81.32,18.68
IIII732,Georgia Highlands College,237584.16,1.2,57.59,335.52,96.84,3577,67897,94.73,5.27
IDID137,University of Massachusetts Boston (UMass Boston),208905.57,1.1,85.74,291.15,89.76,2995,26218,88.58,11.42
TTIN706,University of Massachusetts Amherst (UMass Amherst),174401.31,5.1,61.49,167.33,86.43,3313,23009,85.60,14.40
DDDA135,Florida Atlantic University (FAU),181111.65,5.6,90.66,179.95,81.5,2107,71726,97.06,2.94
AEEA218,Armstrong State University,186193.64,2.8,78.03,204.89,97.54,3463,15888,78.20,21.80
IADA109,Georgia Gwinnett College,230121.0,6.6,71.48,214.71,80.0,3865,52067,92.58,7.42
IIII667,"California State University, Fullerton (Fullerton, CSUF, Cal State Fullerton)",160732.03,2.5,63.28,299.61,92.72,3439,47676,92.79,7.21
DAIN189,Georgia Institute of Technology (Georgia Tech),184228.16,8.3,79.0,285.48,84.48,3820,49601,92.30,7.70
SSTS701,Georgia College and State University,207617.88,1.8,82.35,324.55,97.44,2318,51236,95.48,4.52
NADN156,Bridgewater State University,202293.77,6.1,56.82,248.39,88.45,2296,52916,95.66,4.34
RMRM202,University of Massachusetts Dartmouth (UMass Dartmouth),233271.79,8.4,95.91,223.52,87.17,2375,52365,95.46,4.54
DNID178,University of North Georgia (UNG),178580.02,6.2,61.28,189.5,76.5,3324,65439,94.92,5.08
TIIT740,Atlanta Metropolitan State College,222319.11,7.0,85.66,165.67,81.59,3266,67389,95.15,4.85
NAID135,Morehead State University,206673.92,8.4,93.59,238.17,75.42,4067,46502,91.25,8.75
NANP402,Fitchburg State University,209269.86,1.8,71.77,207.42,79.79,2876,71489,95.98,4.02
DANN122,"California State University, Bakersfield (CSUB)",168430.66,1.1,80.67,152.24,96.69,2984,40232,92.58,7.42
RAAM252,New College of Florida,224532.33,3.9,75.45,228.89,96.33,2898,10808,73.19,26.81
NNDD100,Georgia State University (GSU),232522.02,1.8,88.14,288.84,89.14,2960,54069,94.53,5.47
TTSI745,"University of Louisville (Louisville, U of L, or UL)",194729.73,4.4,95.3,237.21,93.16,2791,58873,95.26,4.74
NNAI177,Bainbridge State College,163240.4,3.6,59.62,235.23,87.07,2270,55334,95.90,4.10
ITTT618,University of West Florida (UWF),222679.32,5.1,51.72,218.0,83.26,3701,73577,94.97,5.03
NNAI172,Florida A&M University (Florida A&M),169535.92,7.0,57.49,199.83,81.69,1231,14895,91.74,8.26
AAMA294,University of North Florida (UNF),224329.46,7.5,54.96,348.28,89.87,4608,37796,87.81,12.19
IADN188,Kentucky State University,186964.25,1.7,61.0,192.78,81.86,1811,27090,93.31,6.69
JAPA460,Valdosta State University (VSU),172103.07,6.5,99.77,284.63,82.63,1307,15570,91.61,8.39
DDNI171,Augusta University,171974.45,7.3,78.08,329.26,83.55,1758,51545,96.59,3.41
NSTS762,Florida State University (FSU),209853.93,5.5,68.33,279.51,78.09,2902,11812,75.43,24.57
AIND104,University of Massachusetts Lowell (UMass Lowell),217193.91,5.2,80.08,160.69,78.82,4207,33678,87.51,12.49
AAME287,Georgia State University (GSU),222713.63,9.0,79.36,255.63,78.83,1901,31997,94.06,5.94
IIID195,"University of California, San Francisco (UCSF)",213034.0,5.8,56.95,169.64,95.9,2231,43957,94.92,5.08
TIIS764,University of West Georgia (UWG),218161.67,9.4,67.15,346.95,76.48,1589,57680,97.25,2.75
IDNA118,Georgia Southwestern State University (GSW),221999.38,7.1,52.71,170.99,83.89,1758,22618,92.23,7.77
NTII713,Valdosta State University (VSU),182228.6,3.0,72.31,310.25,81.36,4509,13698,67.08,32.92
AAAI186,Georgia Southwestern State University (GSW),184953.66,7.5,81.8,270.32,88.83,3516,35240,90.02,9.98
MERM292,"California State University, Bakersfield (CSUB)",155396.64,2.1,69.04,330.95,88.79,4607,41439,88.88,11.12
INAN121,Middle Georgia State University,184881.63,5.5,68.71,166.63,78.8,1374,67638,97.97,2.03
NTNT718,Georgia State University (GSU),190831.48,9.1,73.97,231.07,87.96,2762,72345,96.18,3.82
DIDA172,Salem State University,152796.52,9.7,76.6,278.94,95.09,3055,26277,88.37,11.63
SSNI746,"University of California, San Francisco (UCSF)",174774.98,5.1,50.97,265.6,83.31,2556,24857,89.72,10.28
IAIN125,Atlanta Metropolitan State College,162341.35,9.8,91.74,287.1,90.31,2162,19460,88.89,11.11
MAMR286,Framingham State University,193052.23,2.8,94.77,187.18,79.34,1067,19283,94.47,5.53
DIIN195,South Georgia State College (SGSC),180451.45,2.5,68.26,190.61,81.15,4410,19416,77.29,22.71
NTII736,Framingham State University,183904.38,5.4,93.85,205.83,98.54,2227,11209,80.13,19.87
NINI181,"University of California, Davis (UC Davis)",217818.44,6.6,67.84,336.55,79.29,4440,26920,83.51,16.49
APAJ412,South Georgia State College (SGSC),231293.88,2.4,86.51,191.11,82.35,3280,50685,93.53,6.47
NAIN117,Columbus State University,243035.06,3.4,50.95,202.93,91.82,3960,46384,91.46,8.54
MAAR242,Atlanta Metropolitan State College,180900.92,4.8,57.42,244.47,79.24,3858,11851,67.45,32.55
ADIN178,Fort Valley State University,245663.02,8.2,69.22,347.54,87.93,3868,62084,93.77,6.23
GGGT667,Clayton State University,244137.82,5.3,89.42,278.08,76.57,3852,73636,94.77,5.23
NDIA130,Westfield State University,220089.4,8.4,67.19,160.3,83.71,2806,10909,74.28,25.72
NNSN736,University of South Florida (USF),159470.64,4.9,78.43,159.25,95.41,4494,16978,73.53,26.47
ANAD166,Eastern Connecticut State University (ECSU),151139.19,9.2,92.24,305.76,81.52,1676,24446,93.14,6.86
AMEM252,"California State University, East Bay (CSUEB)",169759.37,4.8,95.58,312.21,92.47,2518,44118,94.29,5.71
DAND123,"University of California, Santa Barbara (UC Santa Barbara)",217274.25,7.0,83.26,336.81,94.17,4529,18547,75.58,24.42
NPAN435,Northern Kentucky University (NKU),179729.24,6.5,80.44,152.53,78.88,2728,33681,91.90,8.10
ADNA121,University of North Florida (UNF),247392.6,7.1,84.35,290.68,89.6,1607,70973,97.74,2.26
SNSI789,Armstrong State University,157730.14,2.0,87.16,231.4,85.15,3500,11194,68.73,31.27
DDAA150,Atlanta Metropolitan State College,184316.53,9.8,63.74,168.77,86.12,3922,74452,94.73,5.27
ERRA291,"University of Louisville (Louisville, U of L, or UL)",180133.88,2.9,82.5,156.56,84.61,3435,47792,92.81,7.19
NNII162,Morehead State University,208899.03,9.7,83.63,242.85,87.68,2590,56129,95.39,4.61
SITS728,University of Massachusetts Boston (UMass Boston),158299.69,8.7,72.25,178.04,77.42,2126,11543,81.58,18.42
NDNA169,"University of California, San Diego (UC San Diego)",231468.1,1.4,97.76,192.76,92.9,3280,52091,93.70,6.30
IIIG681,Bainbridge State College,210703.35,6.5,91.56,251.6,99.95,4099,55189,92.57,7.43
AAAN103,"University of California, Berkeley (UC Berkeley)",153361.34,3.6,86.71,232.44,88.33,4298,51762,91.70,8.30
EEMM257,University of Kentucky (Kentucky or UK),165613.92,4.4,98.7,347.1,86.74,1538,19277,92.02,7.98
AAND189,University of Massachusetts Amherst (UMass Amherst),249601.52,3.5,51.33,336.8,77.88,1276,55466,97.70,2.30
TSNT741,Georgia Highlands College,188537.05,5.0,89.76,194.01,83.79,3913,62477,93.74,6.26
NNAN179,South Georgia State College (SGSC),208155.41,9.3,51.27,235.08,88.43,3681,59629,93.83,6.17
SINI754,Dalton State College,164533.8,9.3,93.78,341.68,80.9,3692,60321,93.88,6.12
AIAI137,Bridgewater State University,244586.49,8.9,82.85,247.76,91.32,1294,62071,97.92,2.08
ARAR295,University of Massachusetts Lowell (UMass Lowell),179252.55,6.0,94.28,222.79,96.25,3013,32580,90.75,9.25
NAAD189,Georgia Institute of Technology (Georgia Tech),197788.29,3.0,63.75,301.36,88.1,2128,74901,97.16,2.84
INNN774,Bainbridge State College,183794.69,8.1,64.28,167.77,85.44,1276,22128,94.23,5.77
DNAN185,Southern Connecticut State University (SCSU),244034.93,8.3,66.19,264.69,97.99,1599,26951,94.07,5.93
AAAP487,"University of California, Riverside (UC Riverside)",211175.33,7.5,51.14,191.03,96.37,2116,45196,95.32,4.68
NAAD160,"University of California, Irvine (UC Irvine)",162284.8,6.0,70.43,217.49,80.63,1032,20607,94.99,5.01
AREM280,"University of California, San Francisco (UCSF)",235399.96,3.4,60.12,304.04,88.68,4175,71220,94.14,5.86
DAIN147,East Georgia State College,235678.23,1.3,64.59,238.92,89.81,2314,42607,94.57,5.43
NSNI787,"California State University, Bakersfield (CSUB)",224347.68,4.2,51.74,345.42,86.67,3065,46666,93.43,6.57
AIND121,Eastern Kentucky University (EKU),166002.55,7.1,90.98,167.5,89.27,2125,70128,96.97,3.03
TTTT780,University of Kentucky (Kentucky or UK),187184.48,6.2,50.07,243.18,89.06,4583,46074,90.05,9.95
ANIA165,Morehead State University,213044.71,2.0,87.15,330.37,95.46,3943,51491,92.34,7.66
RMAR296,"California State University, Bakersfield (CSUB)",172677.73,4.3,51.53,303.54,76.44,4018,33238,87.91,12.09
NIIA189,"California State University, Fullerton (Fullerton, CSUF, Cal State Fullerton)",206541.64,9.6,69.41,170.45,79.05,2346,12661,81.47,18.53
APJN431,Savannah State University,233299.1,7.3,88.28,280.25,83.6,4434,41210,89.24,10.76
DINA157,Worcester State University,200095.26,8.4,52.7,185.68,78.31,2498,48004,94.80,5.20
STNS714,"University of California, San Francisco (UCSF)",218021.97,6.4,93.25,178.66,83.88,2223,72985,96.95,3.05
AAII142,Augusta University,178933.35,8.8,68.16,188.26,97.01,2754,33597,91.80,8.20
MAER221,"California State University, Bakersfield (CSUB)",168357.92,6.8,92.61,266.78,95.22,4413,52429,91.58,8.42
DAAD172,East Georgia State College,196919.2,2.4,63.44,320.78,96.64,4206,13274,68.31,31.69
ITIT608,"California State University, Dominguez Hills (CSUDH)",154083.12,5.6,59.89,248.64,95.15,2637,28429,90.72,9.28
DNDN156,Westfield State University,246539.86,5.7,94.02,207.07,85.3,1410,70179,97.99,2.01
NINI753,University of Massachusetts Medical School,226083.81,6.6,81.78,205.13,76.73,3049,15641,80.51,19.49
IIAN106,University of Central Florida (UCF),205283.16,7.3,97.57,331.22,78.51,3896,71354,94.54,5.46
MAAM220,Eastern Kentucky University (EKU),202500.38,3.7,77.95,189.51,82.1,4274,57378,92.55,7.45
NNAI188,"University of California, Santa Barbara (UC Santa Barbara)",208671.93,6.8,84.86,214.9,75.31,2720,21919,87.59,12.41
SITN739,"University of California, Berkeley (UC Berkeley)",154022.32,4.2,92.54,316.64,94.23,2976,27745,89.27,10.73
IDAD157,East Georgia State College,168476.11,4.6,64.02,274.04,86.95,4201,56936,92.62,7.38
SINT731,Worcester State University,157044.19,7.1,71.26,287.2,92.29,2656,12096,78.04,21.96
NDDN161,"California State University, Fullerton (Fullerton, CSUF, Cal State Fullerton)",198326.77,9.2,66.9,339.33,93.93,2057,27195,92.44,7.56
ARAM213,South Georgia State College (SGSC),190999.31,8.0,65.05,192.48,92.77,3301,15046,78.06,21.94
NIAD136,"California State University, Channel Islands (CSUCI or CI)",206304.87,3.5,90.14,200.03,83.08,2956,48698,93.93,6.07
SSSI752,Georgia Highlands College,160535.1,7.2,82.39,340.89,91.5,3429,17691,80.62,19.38
DDNI111,Armstrong State University,249326.73,2.9,81.19,332.46,79.01,2132,69150,96.92,3.08
AJAP405,"University of California, Los Angeles (UCLA)",156544.38,1.1,69.32,217.97,96.54,4275,64265,93.35,6.65
DIII127,New College of Florida,196240.91,8.0,78.66,175.2,84.2,3251,36889,91.19,8.81
RERR261,Southern Connecticut State University (SCSU),180931.27,5.9,75.7,216.55,83.91,2371,26575,91.08,8.92
ADAI106,Georgia Highlands College,175332.66,6.2,72.93,237.59,85.65,1428,51115,97.21,2.79
NIIS790,Georgia Highlands College,173581.85,1.2,69.24,284.54,85.8,4167,12539,66.77,33.23
ADDD148,Southern Connecticut State University (SCSU),163885.86,6.9,59.38,215.89,98.24,4492,69250,93.51,6.49
NSIS733,Dalton State College,196720.47,3.0,67.23,218.61,92.9,3317,40628,91.84,8.16
DNII145,Northern Kentucky University (NKU),165735.07,4.5,71.49,324.86,95.6,2618,18005,85.46,14.54
REAM260,Florida International University (FIU),207177.34,6.1,96.15,262.44,78.47,4385,67356,93.49,6.51
AIAN104,Bainbridge State College,166479.32,9.9,89.45,323.53,97.25,2567,20779,87.65,12.35
PPAN499,Southern Connecticut State University (SCSU),204022.46,6.3,67.12,205.4,86.16,2515,53587,95.31,4.69
IIAA123,University of South Florida (USF),207299.91,1.2,80.34,346.79,98.54,1388,68618,97.98,2.02
ININ746,Bridgewater State University,182704.63,5.4,66.14,264.91,90.59,1930,73260,97.37,2.63
NIAI182,Atlanta Metropolitan State College,167184.35,4.7,58.48,282.66,87.13,3202,64228,95.01,4.99
MEER223,Murray State University,240765.79,4.7,60.65,219.49,96.97,1259,70110,98.20,1.80
INAI172,"University of Louisville (Louisville, U of L, or UL)",214572.73,8.8,95.68,289.07,87.1,3765,39449,90.46,9.54
TIST712,University of Massachusetts Boston (UMass Boston),191245.03,2.1,95.31,274.3,77.46,2521,22235,88.66,11.34
AIAN154,Dalton State College,191969.87,7.7,93.58,203.97,79.67,1856,73926,97.49,2.51
TNIS731,Westfield State University,228568.68,7.4,75.12,336.15,89.84,4288,26948,84.09,15.91
NDID178,East Georgia State College,164925.68,3.5,51.68,324.77,88.45,2904,33504,91.33,8.67
ERRE225,Fort Valley State University,162433.78,4.4,74.93,205.94,98.23,2346,47700,95.08,4.92
NNNN131,Valdosta State University (VSU),159157.78,2.8,55.75,285.15,81.18,2516,42925,94.14,5.86
STTS712,Columbus State University,204394.67,4.8,50.37,286.13,78.47,4194,71445,94.13,5.87
ANAN185,"University of California, Davis (UC Davis)",212132.42,2.0,93.54,308.4,87.39,1001,53744,98.14,1.86
NSTS723,University of Central Florida (UCF),154821.82,6.3,59.51,155.26,77.72,3388,60485,94.40,5.60
NINI109,Georgia College and State University,189610.69,2.6,63.74,211.22,81.59,3871,56780,93.18,6.82
REEM286,Georgia College and State University,249787.88,7.9,99.59,194.35,85.09,1868,61866,96.98,3.02
DIID185,Florida Polytechnic University (Florida Poly or FPU),232146.43,1.0,55.48,301.31,81.2,4468,66030,93.23,6.77
TIIG694,University of Central Florida (UCF),190263.9,1.9,97.81,236.52,88.48,2520,10651,76.34,23.66
NAID110,Salem State University,228422.23,1.4,66.93,345.2,98.75,2528,56950,95.56,4.44
PPNJ441,Middle Georgia State University,242414.89,5.2,65.3,302.63,82.02,4562,58923,92.26,7.74
DIII143,University of Massachusetts Medical School,170581.39,7.6,78.63,312.68,93.05,1685,19312,91.27,8.73
MMRE227,Western Connecticut State University (WCSU),155491.58,4.7,56.88,344.19,85.65,2184,51523,95.76,4.24
NIAD188,Massachusetts College of Liberal Arts,244204.01,1.3,64.39,255.02,88.99,3119,45438,93.14,6.86
NTNS789,Massachusetts College of Liberal Arts,162916.16,3.0,78.49,322.75,86.6,4704,74592,93.69,6.31
NANI192,Georgia Gwinnett College,232745.84,2.5,99.1,219.98,75.4,4346,65162,93.33,6.67
STTT778,University of Florida (UF),211707.38,4.5,79.64,343.34,92.67,3616,29069,87.56,12.44
ININ126,"University of California, Irvine (UC Irvine)",218892.13,1.7,68.78,345.71,77.69,3836,55108,93.04,6.96
EERR210,University of Florida (UF),236407.99,1.1,65.88,213.76,94.12,3172,16017,80.20,19.80
IIAI104,Georgia Southwestern State University (GSW),196834.19,5.8,86.03,236.61,82.98,1424,63891,97.77,2.23
NJAP408,Georgia State University (GSU),165794.41,9.9,82.37,238.72,86.52,2681,63997,95.81,4.19
NIID100,"California State University, Dominguez Hills (CSUDH)",174213.22,4.7,88.92,248.17,91.81,1757,29854,94.11,5.89
ITGI639,"California State University, East Bay (CSUEB)",196946.44,2.7,66.47,187.91,77.44,1232,35766,96.56,3.44
NAND102,Massachusetts College of Liberal Arts,170944.09,1.9,64.0,199.99,94.17,4460,33990,86.88,13.12
MAMR278,Kentucky State University,227840.88,7.3,97.87,218.24,87.24,1582,28462,94.44,5.56
NDIN134,Georgia Institute of Technology (Georgia Tech),210752.46,2.0,90.51,338.52,75.76,3971,72947,94.56,5.44
NNTT762,Morehead State University,175713.98,1.9,83.06,306.81,95.44,2456,17648,86.08,13.92
AANA180,Western Connecticut State University (WCSU),221164.75,6.8,62.31,217.4,82.71,1449,63583,97.72,2.28
TNIN791,Kennesaw State University,246726.4,2.0,52.37,174.13,90.98,3468,68331,94.92,5.08
DIAD153,Florida A&M University (Florida A&M),214305.26,9.6,77.46,231.2,81.16,1289,46510,97.23,2.77
MAER221,Abraham Baldwin Agricultural College,193957.53,2.6,74.72,214.7,75.9,4666,39014,88.04,11.96
INAN103,"University of California, Santa Barbara (UC Santa Barbara)",224085.09,6.1,58.49,338.95,83.76,1762,63434,97.22,2.78
IISI745,University of West Florida (UWF),173133.68,7.1,78.87,333.99,90.36,3841,48140,92.02,7.98
DANI114,"California State University, Fresno (Fresno State)",205933.6,8.3,81.96,170.94,97.91,2370,19619,87.92,12.08
