loan_id,customer_id,loan_type,principal_amount,interest_rate,term_month,start_date,end_date
3059519366,314232,Education,1123029.66,15.36,107,2015-12-09 23:15:41.642873,2024-09-22 23:15:41.642873
3059597578,512988,Housing,1971208.53,10.84,61,2024-04-23 23:15:41.642873,2029-04-27 23:15:41.642873
3059675791,797542,Education,933229.49,15.42,118,2017-01-11 23:15:41.642873,2026-09-21 23:15:41.642873
3059754005,788063,Vehicle,1816978.58,15.69,40,2013-04-04 23:15:41.642873,2016-07-17 23:15:41.642873
3059832220,398041,Personal,826840.41,9.11,69,2023-07-10 23:15:41.642873,2029-03-10 23:15:41.642873
3059910436,100928,Personal,1061185.13,9.34,36,2013-11-26 23:15:41.642873,2016-11-10 23:15:41.642873
3059988653,295608,Vehicle,1234275.44,12.09,42,2017-04-12 23:15:41.642873,2020-09-23 23:15:41.642873
3060066871,44171,Personal,1247598.39,11.5,41,2013-05-21 23:15:41.642873,2016-10-02 23:15:41.642873
3060145090,600355,Personal,699203.25,12.4,102,2014-06-28 23:15:41.642873,2022-11-13 23:15:41.642873
3060223310,441289,Education,1329323.15,11.99,104,2014-06-05 23:15:41.642873,2022-12-20 23:15:41.642873
3060301531,782843,Personal,724721.79,13.29,82,2018-05-11 23:15:41.642873,2025-02-03 23:15:41.642873
3060379753,988817,Vehicle,842889.29,14.55,84,2021-08-06 23:15:41.642873,2028-06-30 23:15:41.642873
3060457976,842707,Housing,858503.72,7.6,81,2020-03-18 23:15:41.642873,2026-11-12 23:15:41.642873
3060536200,143218,Personal,787655.65,14.59,38,2019-12-16 23:15:41.642873,2023-01-29 23:15:41.642873
3060614425,732886,Education,1487019.75,11.95,95,2024-07-24 23:15:41.642873,2032-05-13 23:15:41.642873
3060692651,336080,Vehicle,1643964.08,13.84,107,2014-10-09 23:15:41.642873,2023-07-24 23:15:41.642873
3060770878,647726,Business,1142734.17,10.23,115,2015-01-06 23:15:41.642873,2024-06-17 23:15:41.642873
3060849106,693385,Business,933509.25,9.47,69,2021-12-04 23:15:41.642873,2027-08-05 23:15:41.642873
3060927335,839874,Housing,1178351.34,9.26,65,2020-06-12 23:15:41.642873,2025-10-14 23:15:41.642873
3061005565,947359,Education,787996.82,12.06,69,2013-07-15 23:15:41.642873,2019-03-16 23:15:41.642873
3061083796,884524,Housing,851919.98,12.31,102,2013-02-14 23:15:41.642873,2021-07-02 23:15:41.642873
3061162028,34170,Personal,544333.97,13.31,49,2022-08-07 23:15:41.642873,2026-08-16 23:15:41.642873
3061240261,574934,Education,700034.95,8.57,72,2019-01-18 23:15:41.642873,2024-12-17 23:15:41.642873
3061318495,603240,Housing,950925.97,8.66,114,2017-12-14 23:15:41.642873,2027-04-26 23:15:41.642873
3061396730,927231,Business,801803.85,10.52,37,2019-05-07 23:15:41.642873,2022-05-21 23:15:41.642873
3061474966,593045,Housing,1038931.81,15.02,45,2017-03-14 23:15:41.642873,2020-11-23 23:15:41.642873
3061553203,242988,Business,1097246.22,12.29,41,2023-02-22 23:15:41.642873,2026-07-06 23:15:41.642873
3061631441,865769,Personal,774737.39,9.76,59,2018-12-10 23:15:41.642873,2023-10-15 23:15:41.642873
3061709680,741337,Personal,1103857.6,9.17,62,2014-11-17 23:15:41.642873,2019-12-21 23:15:41.642873
3061787920,560549,Business,879064.58,13.91,53,2014-11-04 23:15:41.642873,2019-03-13 23:15:41.642873
3061866161,253225,Education,819111.54,14.7,72,2021-12-16 23:15:41.642873,2027-11-15 23:15:41.642873
3061944403,596554,Vehicle,837351.1,8.55,47,2018-05-14 23:15:41.642873,2022-03-24 23:15:41.642873
3062022646,94920,Personal,1569282.23,14.92,87,2017-03-06 23:15:41.642873,2024-04-28 23:15:41.642873
3062100890,850262,Personal,1414692.91,15.73,119,2018-08-27 23:15:41.642873,2028-06-05 23:15:41.642873
3062179135,717654,Personal,1110537.36,12.33,90,2016-05-05 23:15:41.642873,2023-09-26 23:15:41.642873
3062257381,388076,Business,842532.47,7.72,67,2015-07-24 23:15:41.642873,2021-01-23 23:15:41.642873
3062335628,105827,Business,1385870.84,15.18,112,2014-12-30 23:15:41.642873,2024-03-12 23:15:41.642873
3062413876,96024,Personal,1290586.21,9.27,46,2019-04-13 23:15:41.642873,2023-01-22 23:15:41.642873
3062492125,491869,Business,923590.61,13.59,72,2020-08-30 23:15:41.642873,2026-07-30 23:15:41.642873
3062570375,249749,Education,1200185.74,12.99,93,2013-10-26 23:15:41.642873,2021-06-16 23:15:41.642873
3062648626,970572,Business,1373719.29,8.75,97,2014-03-03 23:15:41.642873,2022-02-19 23:15:41.642873
3062726878,813018,Education,1363116.19,14.89,42,2018-07-18 23:15:41.642873,2021-12-29 23:15:41.642873
3062805131,551956,Business,1643972.2,14.97,107,2019-03-23 23:15:41.642873,2028-01-05 23:15:41.642873
3062883385,440887,Personal,1991396.61,8.36,111,2023-02-28 23:15:41.642873,2032-04-11 23:15:41.642873
3062961640,663586,Housing,1573819.46,9.61,70,2015-11-13 23:15:41.642873,2021-08-13 23:15:41.642873
3063039896,844143,Business,836748.55,13.18,100,2014-10-29 23:15:41.642873,2023-01-15 23:15:41.642873
3063118153,397608,Business,711474.39,15.22,60,2021-04-22 23:15:41.642873,2026-03-27 23:15:41.642873
3063196411,674235,Business,1860108.61,12.44,112,2024-09-08 23:15:41.642873,2033-11-20 23:15:41.642873
3063274670,296138,Education,765369.53,13.28,64,2019-09-09 23:15:41.642873,2024-12-11 23:15:41.642873
3063352930,793022,Education,1461927.95,12.99,74,2015-10-23 23:15:41.642873,2021-11-20 23:15:41.642873
3063431191,672392,Housing,1693463.94,14.87,36,2016-01-14 23:15:41.642873,2018-12-29 23:15:41.642873
3063509453,631419,Vehicle,1854884.99,11.16,37,2023-06-15 23:15:41.642873,2026-06-29 23:15:41.642873
3063587716,240875,Business,1874053.31,14.24,43,2018-04-20 23:15:41.642873,2021-10-31 23:15:41.642873
3063665980,967324,Housing,1864963.69,14.13,41,2020-11-29 23:15:41.642873,2024-04-12 23:15:41.642873
3063744245,579604,Personal,538066.09,14.92,57,2014-07-15 23:15:41.642873,2019-03-21 23:15:41.642873
3063822511,476699,Personal,1164416.48,12.15,119,2023-08-03 23:15:41.642873,2033-05-12 23:15:41.642873
3063900778,390624,Vehicle,1774032.29,14.01,72,2017-04-29 23:15:41.642873,2023-03-29 23:15:41.642873
3063979046,755552,Vehicle,1294711.96,9.94,61,2016-10-26 23:15:41.642873,2021-10-30 23:15:41.642873
3064057315,62241,Housing,1528092.41,7.82,97,2024-06-12 23:15:41.642873,2032-05-31 23:15:41.642873
3064135585,343535,Vehicle,1438536.14,13.67,51,2021-09-11 23:15:41.642873,2025-11-19 23:15:41.642873
3064213856,93525,Housing,1829007.46,14.83,107,2020-08-13 23:15:41.642873,2029-05-28 23:15:41.642873
3064292128,941712,Personal,1628831.45,9.4,120,2023-04-10 23:15:41.642873,2033-02-16 23:15:41.642873
3064370401,151251,Vehicle,1319789.7,11.67,79,2023-06-08 23:15:41.642873,2029-12-03 23:15:41.642873
3064448675,945951,Education,1342156.49,10.48,116,2024-03-18 23:15:41.642873,2033-09-27 23:15:41.642873
3064526950,331406,Personal,1114198.28,11.79,82,2013-10-12 23:15:41.642873,2020-07-07 23:15:41.642873
3064605226,296885,Education,1929341.46,8.58,79,2015-10-26 23:15:41.642873,2022-04-22 23:15:41.642873
3064683503,832298,Education,885854.32,12.24,80,2022-02-20 23:15:41.642873,2028-09-16 23:15:41.642873
3064761781,646152,Personal,798973.27,13.25,94,2018-03-07 23:15:41.642873,2025-11-25 23:15:41.642873
3064840060,393390,Business,773800.62,12.44,104,2014-07-23 23:15:41.642873,2023-02-06 23:15:41.642873
3064918340,250533,Housing,1857173.65,11.78,69,2018-05-08 23:15:41.642873,2024-01-07 23:15:41.642873
3064996621,816739,Vehicle,1405069.2,11.22,93,2013-01-19 23:15:41.642873,2020-09-09 23:15:41.642873
3065074903,714891,Vehicle,1612650.28,8.57,88,2019-09-30 23:15:41.642873,2026-12-22 23:15:41.642873
3065153186,593861,Housing,1989045.0,14.97,96,2023-06-12 23:15:41.642873,2031-05-01 23:15:41.642873
3065231470,398138,Housing,1941661.26,11.34,109,2016-12-22 23:15:41.642873,2025-12-05 23:15:41.642873
3065309755,688745,Education,628094.18,15.59,42,2018-01-19 23:15:41.642873,2021-07-02 23:15:41.642873
3065388041,433062,Vehicle,1836746.25,10.42,106,2020-04-13 23:15:41.642873,2028-12-27 23:15:41.642873
3065466328,379807,Business,1811620.79,12.18,62,2016-02-08 23:15:41.642873,2021-03-13 23:15:41.642873
3065544616,135251,Housing,1192059.62,14.86,81,2013-01-24 23:15:41.642873,2019-09-20 23:15:41.642873
3065622905,296236,Personal,1490732.29,10.55,39,2016-12-10 23:15:41.642873,2020-02-23 23:15:41.642873
3065701195,114465,Vehicle,604511.19,8.22,52,2015-05-01 23:15:41.642873,2019-08-08 23:15:41.642873
3065779486,26304,Housing,869165.02,13.75,44,2024-08-03 23:15:41.642873,2028-03-15 23:15:41.642873
3065857778,387190,Personal,1625857.28,9.54,109,2022-11-24 23:15:41.642873,2031-11-07 23:15:41.642873
3065936071,985620,Education,1913008.79,15.03,82,2014-10-26 23:15:41.642873,2021-07-21 23:15:41.642873
3066014365,368535,Business,859243.47,9.61,68,2021-05-19 23:15:41.642873,2026-12-19 23:15:41.642873
3066092660,607513,Personal,755122.29,14.85,59,2018-09-07 23:15:41.642873,2023-07-13 23:15:41.642873
3066170956,526303,Housing,1662484.51,13.09,109,2013-05-06 23:15:41.642873,2022-04-19 23:15:41.642873
3066249253,228206,Housing,1098737.84,10.49,58,2015-04-08 23:15:41.642873,2020-01-12 23:15:41.642873
3066327551,918435,Personal,581114.59,10.97,61,2015-12-02 23:15:41.642873,2020-12-05 23:15:41.642873
3066405850,559415,Personal,1490842.54,14.5,62,2014-09-22 23:15:41.642873,2019-10-26 23:15:41.642873
3066484150,984317,Personal,1861611.57,8.77,101,2020-10-18 23:15:41.642873,2029-02-03 23:15:41.642873
3066562451,664513,Education,1078000.52,9.38,93,2018-07-03 23:15:41.642873,2026-02-21 23:15:41.642873
3066640753,987585,Personal,1974937.04,14.99,94,2023-02-07 23:15:41.642873,2030-10-28 23:15:41.642873
3066719056,699636,Business,1749442.52,8.25,53,2014-11-25 23:15:41.642873,2019-04-03 23:15:41.642873
3066797360,456227,Personal,764833.29,7.59,38,2014-08-16 23:15:41.642873,2017-09-29 23:15:41.642873
3066875665,168621,Housing,703560.56,13.9,75,2017-10-17 23:15:41.642873,2023-12-15 23:15:41.642873
3066953971,645930,Vehicle,1534275.1,8.03,46,2023-10-01 23:15:41.642873,2027-07-12 23:15:41.642873
3067032278,495704,Education,638544.67,11.12,46,2024-05-01 23:15:41.642873,2028-02-10 23:15:41.642873
3067110586,392551,Personal,1324449.28,8.44,58,2023-02-19 23:15:41.642873,2027-11-25 23:15:41.642873
3067188895,330408,Housing,1539914.47,15.56,69,2014-09-15 23:15:41.642873,2020-05-16 23:15:41.642873
3067267205,811126,Vehicle,1869614.79,13.43,107,2024-09-02 23:15:41.642873,2033-06-17 23:15:41.642873
3067345516,769443,Personal,1847932.66,11.62,117,2013-12-05 23:15:41.642873,2023-07-16 23:15:41.642873
3067423828,414373,Business,1232465.75,9.76,100,2019-04-27 23:15:41.642873,2027-07-14 23:15:41.642873
3067502141,192772,Education,1047331.19,12.28,74,2017-02-20 23:15:41.642873,2023-03-21 23:15:41.642873
3067580455,208400,Education,1929441.48,13.01,120,2022-07-26 23:15:41.642873,2032-06-03 23:15:41.642873
3067658770,362718,Vehicle,915555.04,11.94,67,2021-08-09 23:15:41.642873,2027-02-09 23:15:41.642873
3067737086,602987,Business,1498914.49,14.25,37,2017-11-19 23:15:41.642873,2020-12-03 23:15:41.642873
3067815403,347822,Education,898868.23,15.5,36,2018-07-27 23:15:41.642873,2021-07-11 23:15:41.642873
3067893721,1004298,Business,789976.97,11.53,69,2013-10-15 23:15:41.642873,2019-06-16 23:15:41.642873
3067972040,50608,Education,852028.32,8.19,42,2018-08-05 23:15:41.642873,2022-01-16 23:15:41.642873
3068050360,450811,Vehicle,647523.43,14.13,112,2016-02-22 23:15:41.642873,2025-05-05 23:15:41.642873
3068128681,826868,Education,1132207.18,13.69,68,2023-01-09 23:15:41.642873,2028-08-10 23:15:41.642873
3068207003,496182,Housing,1306996.52,14.69,43,2016-12-08 23:15:41.642873,2020-06-20 23:15:41.642873
3068285326,487203,Personal,1729213.18,8.96,42,2015-06-07 23:15:41.642873,2018-11-18 23:15:41.642873
3068363650,781992,Housing,1351707.84,11.71,64,2018-03-27 23:15:41.642873,2023-06-29 23:15:41.642873
3068441975,204288,Housing,1371519.7,7.87,75,2018-06-07 23:15:41.642873,2024-08-04 23:15:41.642873
3068520301,958956,Education,1744799.75,12.27,91,2024-05-21 23:15:41.642873,2031-11-11 23:15:41.642873
3068598628,191175,Personal,1834626.53,11.68,38,2020-09-27 23:15:41.642873,2023-11-11 23:15:41.642873
3068676956,661819,Vehicle,500135.7,9.69,66,2015-07-12 23:15:41.642873,2020-12-12 23:15:41.642873
3068755285,861170,Personal,1891420.16,8.54,50,2015-12-31 23:15:41.642873,2020-02-08 23:15:41.642873
3068833615,920976,Personal,1049810.39,14.03,113,2020-01-04 23:15:41.642873,2029-04-16 23:15:41.642873
3068911946,519379,Education,1071970.48,12.89,96,2015-07-05 23:15:41.642873,2023-05-24 23:15:41.642873
3068990278,386873,Personal,1270283.2,9.47,97,2019-10-26 23:15:41.642873,2027-10-14 23:15:41.642873
3069068611,217660,Business,1528346.55,15.28,75,2014-09-04 23:15:41.642873,2020-11-01 23:15:41.642873
3069146945,804072,Education,1232596.78,15.42,113,2020-03-23 23:15:41.642873,2029-07-04 23:15:41.642873
3069225280,866546,Education,1442003.14,13.48,72,2015-07-21 23:15:41.642873,2021-06-19 23:15:41.642873
3069303616,985081,Education,1615003.71,8.38,80,2015-03-17 23:15:41.642873,2021-10-11 23:15:41.642873
3069381953,589724,Vehicle,1603018.21,13.22,107,2023-06-09 23:15:41.642873,2032-03-23 23:15:41.642873
3069460291,893435,Education,1558930.91,9.17,106,2020-12-02 23:15:41.642873,2029-08-17 23:15:41.642873
3069538630,540456,Business,1299349.61,7.55,103,2021-11-07 23:15:41.642873,2030-04-24 23:15:41.642873
3069616970,276653,Personal,718682.94,12.48,100,2014-08-10 23:15:41.642873,2022-10-27 23:15:41.642873
3069695311,721470,Housing,1173238.41,14.36,66,2014-05-19 23:15:41.642873,2019-10-20 23:15:41.642873
3069773653,724619,Vehicle,1033500.06,12.46,120,2019-06-23 23:15:41.642873,2029-05-01 23:15:41.642873
3069851996,624181,Business,843124.85,9.17,80,2016-06-11 23:15:41.642873,2023-01-06 23:15:41.642873
3069930340,262545,Vehicle,514765.5,12.7,47,2018-04-18 23:15:41.642873,2022-02-26 23:15:41.642873
3070008685,983900,Personal,1841845.89,14.11,113,2015-02-16 23:15:41.642873,2024-05-29 23:15:41.642873
3070087031,217781,Housing,552929.24,11.85,85,2020-04-30 23:15:41.642873,2027-04-24 23:15:41.642873
3070165378,240561,Business,969721.12,14.51,52,2017-04-16 23:15:41.642873,2021-07-24 23:15:41.642873
3070243726,68792,Housing,1888659.86,13.23,95,2014-10-11 23:15:41.642873,2022-07-31 23:15:41.642873
3070322075,722715,Vehicle,634727.07,8.54,82,2024-02-05 23:15:41.642873,2030-10-31 23:15:41.642873
3070400425,727799,Personal,1919586.75,8.19,67,2017-03-03 23:15:41.642873,2022-09-03 23:15:41.642873
3070478776,719339,Personal,1259893.05,13.59,119,2022-03-26 23:15:41.642873,2032-01-03 23:15:41.642873
3070557128,532105,Business,922948.29,9.92,87,2018-04-21 23:15:41.642873,2025-06-13 23:15:41.642873
3070635481,985575,Vehicle,1991774.67,9.91,70,2019-07-21 23:15:41.642873,2025-04-20 23:15:41.642873
3070713835,93786,Housing,549733.84,8.15,97,2013-06-11 23:15:41.642873,2021-05-30 23:15:41.642873
3070792190,87702,Business,1154020.8,9.25,110,2016-06-23 23:15:41.642873,2025-07-06 23:15:41.642873
3070870546,791478,Education,807027.6,13.83,40,2022-09-20 23:15:41.642873,2026-01-02 23:15:41.642873
3070948903,894341,Education,1434579.23,10.33,119,2017-09-08 23:15:41.642873,2027-06-18 23:15:41.642873
3071027261,350278,Housing,1819010.61,11.71,96,2013-06-25 23:15:41.642873,2021-05-14 23:15:41.642873
3071105620,393170,Business,513699.42,14.66,98,2016-06-15 23:15:41.642873,2024-07-03 23:15:41.642873
3071183980,317925,Vehicle,985635.34,11.44,94,2016-06-08 23:15:41.642873,2024-02-27 23:15:41.642873
3071262341,146729,Personal,645389.04,13.6,78,2018-08-23 23:15:41.642873,2025-01-18 23:15:41.642873
3071340703,31299,Education,1323125.98,8.04,40,2022-01-25 23:15:41.642873,2025-05-09 23:15:41.642873
3071419066,684259,Business,632143.16,14.23,102,2016-09-14 23:15:41.642873,2025-01-30 23:15:41.642873
3071497430,461365,Housing,716977.63,7.57,55,2023-01-22 23:15:41.642873,2027-07-30 23:15:41.642873
3071575795,694294,Education,1974717.62,8.47,53,2022-01-13 23:15:41.642873,2026-05-22 23:15:41.642873
3071654161,509253,Personal,1033279.05,8.56,93,2012-12-04 23:15:41.642873,2020-07-25 23:15:41.642873
3071732528,340233,Vehicle,708105.75,10.16,48,2017-04-01 23:15:41.642873,2021-03-11 23:15:41.642873
3071810896,280371,Vehicle,1815247.02,13.53,113,2013-09-26 23:15:41.642873,2023-01-07 23:15:41.642873
3071889265,191550,Business,993209.86,8.7,46,2016-03-15 23:15:41.642873,2019-12-25 23:15:41.642873
3071967635,603356,Vehicle,1914418.98,13.66,111,2015-11-21 23:15:41.642873,2025-01-02 23:15:41.642873
3072046006,314852,Vehicle,846727.3,10.27,46,2018-11-25 23:15:41.642873,2022-09-05 23:15:41.642873
3072124378,475024,Housing,1578779.16,9.76,114,2023-12-11 23:15:41.642873,2033-04-22 23:15:41.642873
3072202751,651690,Housing,1400800.35,12.59,96,2014-01-03 23:15:41.642873,2021-11-22 23:15:41.642873
3072281125,538332,Vehicle,1083934.05,15.25,50,2013-01-21 23:15:41.642873,2017-03-01 23:15:41.642873
3072359500,539521,Vehicle,1583959.68,11.09,107,2019-11-13 23:15:41.642873,2028-08-27 23:15:41.642873
3072437876,248947,Vehicle,1807385.59,11.46,63,2019-07-28 23:15:41.642873,2024-09-29 23:15:41.642873
3072516253,554488,Education,1156017.85,12.85,76,2019-10-02 23:15:41.642873,2025-12-29 23:15:41.642873
3072594631,423821,Vehicle,1832154.29,9.82,54,2023-04-05 23:15:41.642873,2027-09-11 23:15:41.642873
3072673010,501694,Personal,1181137.5,10.06,103,2018-11-19 23:15:41.642873,2027-05-06 23:15:41.642873
3072751390,491766,Business,1469767.2,8.95,48,2020-08-21 23:15:41.642873,2024-07-31 23:15:41.642873
3072829771,179700,Education,903242.13,8.33,72,2019-03-19 23:15:41.642873,2025-02-15 23:15:41.642873
3072908153,662639,Housing,1181775.61,15.11,48,2018-05-07 23:15:41.642873,2022-04-16 23:15:41.642873
3072986536,803271,Business,1891317.83,9.92,45,2013-02-28 23:15:41.642873,2016-11-09 23:15:41.642873
3073064920,502148,Vehicle,1839454.96,12.34,76,2022-09-06 23:15:41.642873,2028-12-03 23:15:41.642873
3073143305,37687,Vehicle,1401597.84,9.62,83,2019-04-16 23:15:41.642873,2026-02-08 23:15:41.642873
3073221691,706743,Business,1163848.53,9.34,55,2015-09-02 23:15:41.642873,2020-03-09 23:15:41.642873
3073300078,548358,Business,1995084.35,15.01,57,2021-04-26 23:15:41.642873,2025-12-31 23:15:41.642873
3073378466,915275,Vehicle,1758840.28,7.61,66,2016-04-15 23:15:41.642873,2021-09-16 23:15:41.642873
3073456855,445082,Business,1372816.98,7.51,84,2021-07-01 23:15:41.642873,2028-05-25 23:15:41.642873
3073535245,193805,Personal,1214924.06,11.73,49,2023-03-09 23:15:41.642873,2027-03-18 23:15:41.642873
3073613636,977854,Personal,648311.63,13.44,109,2012-12-28 23:15:41.642873,2021-12-11 23:15:41.642873
3073692028,423128,Business,1783396.98,7.89,110,2019-01-15 23:15:41.642873,2028-01-28 23:15:41.642873
3073770421,160328,Business,1135043.94,11.78,51,2018-11-09 23:15:41.642873,2023-01-17 23:15:41.642873
3073848815,1009153,Housing,1640176.71,8.61,64,2016-03-01 23:15:41.642873,2021-06-03 23:15:41.642873
3073927210,696973,Housing,989896.8,8.3,93,2020-05-16 23:15:41.642873,2028-01-05 23:15:41.642873
3074005606,548198,Education,1898601.46,9.0,97,2023-02-24 23:15:41.642873,2031-02-12 23:15:41.642873
3074084003,237930,Personal,829400.45,14.74,72,2018-11-05 23:15:41.642873,2024-10-04 23:15:41.642873
3074162401,288758,Education,956404.71,15.62,44,2018-10-30 23:15:41.642873,2022-06-11 23:15:41.642873
3074240800,38142,Personal,1830944.45,13.33,72,2023-06-23 23:15:41.642873,2029-05-22 23:15:41.642873
3074319200,599688,Personal,1628530.61,15.66,72,2021-07-30 23:15:41.642873,2027-06-29 23:15:41.642873
3074397601,232002,Education,1956845.1,14.78,109,2016-06-06 23:15:41.642873,2025-05-20 23:15:41.642873
3074476003,181154,Education,952702.54,14.24,39,2017-05-01 23:15:41.642873,2020-07-14 23:15:41.642873
3074554406,831647,Personal,587193.09,8.02,94,2021-08-18 23:15:41.642873,2029-05-08 23:15:41.642873
3074632810,895852,Personal,506802.2,9.58,62,2024-06-14 23:15:41.642873,2029-07-18 23:15:41.642873
3074711215,843732,Housing,1693554.11,8.45,86,2019-11-18 23:15:41.642873,2026-12-11 23:15:41.642873
3074789621,882574,Housing,1566118.66,9.87,82,2019-12-02 23:15:41.642873,2026-08-27 23:15:41.642873
3074868028,811700,Business,1006705.67,8.28,71,2023-08-10 23:15:41.642873,2029-06-09 23:15:41.642873
3074946436,671682,Vehicle,1490227.49,9.0,66,2024-02-07 23:15:41.642873,2029-07-10 23:15:41.642873
3075024845,55112,Vehicle,1267215.58,11.38,93,2020-10-09 23:15:41.642873,2028-05-30 23:15:41.642873
3075103255,592707,Housing,1087220.21,8.64,53,2017-03-19 23:15:41.642873,2021-07-26 23:15:41.642873
3075181666,631167,Personal,1637334.0,9.13,66,2016-04-28 23:15:41.642873,2021-09-29 23:15:41.642873
3075260078,60166,Vehicle,1470841.39,9.64,44,2021-03-21 23:15:41.642873,2024-10-31 23:15:41.642873
3075338491,751784,Business,954864.92,12.5,114,2023-12-12 23:15:41.642873,2033-04-23 23:15:41.642873
3075416905,702208,Housing,1902840.33,14.72,47,2018-08-02 23:15:41.642873,2022-06-12 23:15:41.642873
3075495320,332234,Vehicle,1216477.51,9.97,49,2020-11-25 23:15:41.642873,2024-12-04 23:15:41.642873
3075573736,360417,Vehicle,1798014.43,14.07,39,2016-07-09 23:15:41.642873,2019-09-22 23:15:41.642873
3075652153,186059,Education,1952333.3,9.15,57,2022-05-27 23:15:41.642873,2027-01-31 23:15:41.642873
3075730571,78426,Vehicle,980447.35,11.64,92,2023-03-06 23:15:41.642873,2030-09-25 23:15:41.642873
3075808990,391084,Personal,855548.58,10.56,38,2020-12-11 23:15:41.642873,2024-01-25 23:15:41.642873
3075887410,820938,Education,1296025.91,9.43,70,2021-07-30 23:15:41.642873,2027-04-30 23:15:41.642873
3075965831,300383,Housing,567509.72,9.01,83,2016-09-10 23:15:41.642873,2023-07-06 23:15:41.642873
3076044253,740355,Personal,1592323.71,13.78,45,2014-03-26 23:15:41.642873,2017-12-05 23:15:41.642873
3076122676,606201,Housing,1635267.1,14.47,53,2013-03-22 23:15:41.642873,2017-07-29 23:15:41.642873
3076201100,530645,Personal,1271795.22,10.73,74,2021-12-14 23:15:41.642873,2028-01-12 23:15:41.642873
3076279525,910008,Vehicle,1617388.77,14.31,82,2018-11-26 23:15:41.642873,2025-08-21 23:15:41.642873
3076357951,903923,Business,609676.66,8.97,110,2017-06-26 23:15:41.642873,2026-07-09 23:15:41.642873
3076436378,268305,Business,779411.58,7.79,45,2013-02-21 23:15:41.642873,2016-11-02 23:15:41.642873
3076514806,570514,Business,1130083.41,14.59,42,2014-12-18 23:15:41.642873,2018-05-31 23:15:41.642873
3076593235,678218,Housing,1075246.11,15.37,77,2019-10-28 23:15:41.642873,2026-02-23 23:15:41.642873
3076671665,723910,Personal,999562.95,14.04,59,2021-07-10 23:15:41.642873,2026-05-15 23:15:41.642873
3076750096,1007562,Education,967314.83,13.24,48,2018-03-07 23:15:41.642873,2022-02-14 23:15:41.642873
3076828528,327600,Education,996071.0,12.47,58,2013-07-19 23:15:41.642873,2018-04-24 23:15:41.642873
3076906961,864959,Business,1728033.86,10.56,94,2017-09-28 23:15:41.642873,2025-06-18 23:15:41.642873
3076985395,803746,Vehicle,991670.61,13.3,51,2017-09-20 23:15:41.642873,2021-11-28 23:15:41.642873
3077063830,760553,Vehicle,596925.74,14.56,95,2019-05-19 23:15:41.642873,2027-03-08 23:15:41.642873
3077142266,562810,Education,1638334.47,8.49,104,2019-12-19 23:15:41.642873,2028-07-04 23:15:41.642873
3077220703,864989,Personal,911317.48,8.45,73,2024-08-21 23:15:41.642873,2030-08-20 23:15:41.642873
3077299141,401721,Personal,1922133.51,13.24,65,2024-08-03 23:15:41.642873,2029-12-05 23:15:41.642873
3077377580,694701,Personal,991028.8,13.59,66,2023-09-01 23:15:41.642873,2029-02-01 23:15:41.642873
3077456020,326533,Education,1793907.12,11.86,47,2021-08-23 23:15:41.642873,2025-07-03 23:15:41.642873
3077534461,259783,Housing,1523414.09,8.36,58,2014-03-09 23:15:41.642873,2018-12-13 23:15:41.642873
3077612903,613609,Vehicle,553821.82,8.79,70,2015-08-14 23:15:41.642873,2021-05-14 23:15:41.642873
3077691346,571696,Business,1986742.24,13.92,95,2024-04-04 23:15:41.642873,2032-01-23 23:15:41.642873
3077769790,188105,Housing,1850753.19,7.77,115,2015-12-24 23:15:41.642873,2025-06-04 23:15:41.642873
3077848235,290668,Housing,1561763.98,10.56,83,2016-08-24 23:15:41.642873,2023-06-19 23:15:41.642873
3077926681,465681,Education,825978.74,7.68,61,2013-05-19 23:15:41.642873,2018-05-23 23:15:41.642873
3078005128,567740,Business,1826667.54,7.82,84,2018-12-05 23:15:41.642873,2025-10-29 23:15:41.642873
3078083576,933440,Business,1813838.47,9.01,110,2020-09-28 23:15:41.642873,2029-10-11 23:15:41.642873
3078162025,1009571,Business,513782.22,12.78,117,2018-01-05 23:15:41.642873,2027-08-16 23:15:41.642873
3078240475,469975,Business,1833266.74,11.11,64,2017-09-09 23:15:41.642873,2022-12-12 23:15:41.642873
3078318926,800280,Education,1477497.6,10.72,109,2015-03-14 23:15:41.642873,2024-02-25 23:15:41.642873
3078397378,195968,Business,1785196.19,14.89,58,2023-06-23 23:15:41.642873,2028-03-28 23:15:41.642873
3078475831,581459,Business,817526.23,14.38,113,2012-12-11 23:15:41.642873,2022-03-24 23:15:41.642873
3078554285,807322,Education,1252284.89,7.66,59,2019-03-24 23:15:41.642873,2024-01-27 23:15:41.642873
3078632740,931401,Personal,1290637.11,9.0,102,2015-06-13 23:15:41.642873,2023-10-29 23:15:41.642873
3078711196,183998,Business,1660940.53,13.81,46,2017-02-09 23:15:41.642873,2020-11-20 23:15:41.642873
3078789653,276595,Personal,715446.02,8.74,84,2013-01-14 23:15:41.642873,2019-12-09 23:15:41.642873
3078868111,203145,Business,1323244.2,13.58,66,2015-06-22 23:15:41.642873,2020-11-22 23:15:41.642873
3078946570,271863,Business,863611.78,8.54,84,2019-01-14 23:15:41.642873,2025-12-08 23:15:41.642873
3079025030,508250,Personal,1289134.49,11.13,45,2020-11-06 23:15:41.642873,2024-07-18 23:15:41.642873
