fc_id,fc_release_to_mfg_date,fc_release_to_mfg_count,fc_arrival_from_mfg_date,fc_arrival_from_mfg_count,fc_inspection_date,fc_mfg_facility_id,fc_release_to_shipment_date,mfg_facility_id,to_mfg_facility_arrival_date,from_mfg_facility_departure_date,mfg_facility_input_count,mfg_facility_output_count,mfg_facility_backlog_count,mfg_facility_product_capability_count
FC#95532,2018-11-13 14:10:37.074121,801,2018-11-22 14:10:37.074121,817,2023-09-28 20:21:37.074121,MFG_ID#1924,2018-11-14 14:10:37.074121,MFG_ID#1924,2018-11-16 14:10:37.074121,2018-11-20 14:10:37.074121,144849,97120,47729,74
FC#147099,2017-01-23 13:46:37.074132,541,2017-02-01 13:46:37.074132,375,2021-04-02 12:14:37.074132,MFG_ID#1506,2017-01-04 13:46:37.074132,MFG_ID#1506,2017-01-26 13:46:37.074132,2017-01-28 13:46:37.074132,181070,163003,18067,127
FC#176532,2020-06-30 12:56:37.074143,590,2020-07-10 12:56:37.074143,807,2022-06-24 00:17:37.074143,MFG_ID#511,2020-07-10 12:56:37.074143,MFG_ID#511,2020-07-02 12:56:37.074143,2020-07-06 12:56:37.074143,188748,169502,19246,142
FC#165092,2021-05-31 11:54:37.074153,351,2021-06-09 11:54:37.074153,306,2023-09-30 05:32:37.074153,MFG_ID#1844,2021-05-28 11:54:37.074153,MFG_ID#1844,2021-06-04 11:54:37.074153,2021-06-08 11:54:37.074153,182508,169883,12625,91
FC#61540,2022-06-22 15:34:37.074164,995,2022-07-03 15:34:37.074164,819,2022-11-14 19:20:37.074164,MFG_ID#1650,2022-06-10 15:34:37.074164,MFG_ID#1650,2022-06-24 15:34:37.074164,2022-06-28 15:34:37.074164,134624,102796,31828,149
FC#28948,2017-08-22 04:19:37.074175,20,2017-09-03 04:19:37.074175,995,2024-03-10 00:50:37.074175,MFG_ID#982,2017-08-17 04:19:37.074175,MFG_ID#982,2017-08-24 04:19:37.074175,2017-08-25 04:19:37.074175,109261,100685,8576,115
FC#112734,2023-07-05 09:41:37.074186,157,2023-07-14 09:41:37.074186,142,2021-08-20 12:27:37.074186,MFG_ID#1331,2023-06-18 09:41:37.074186,MFG_ID#1331,2023-07-08 09:41:37.074186,2023-07-09 09:41:37.074186,189737,165425,24312,63
FC#66289,2015-07-27 16:46:37.074196,618,2015-08-08 16:46:37.074196,823,2023-03-20 10:16:37.074196,MFG_ID#1184,2015-07-13 16:46:37.074196,MFG_ID#1184,2015-07-30 16:46:37.074196,2015-08-02 16:46:37.074196,80731,60499,20232,89
FC#174533,2024-01-14 00:21:37.074208,260,2024-01-24 00:21:37.074208,362,2022-07-30 23:35:37.074208,MFG_ID#1628,2023-12-31 00:21:37.074208,MFG_ID#1628,2024-01-16 00:21:37.074208,2024-01-17 00:21:37.074208,181051,178743,2308,83
FC#142545,2024-05-12 02:40:37.074218,279,2024-05-20 02:40:37.074218,39,2024-04-20 23:47:37.074218,MFG_ID#1973,2024-04-27 02:40:37.074218,MFG_ID#1973,2024-05-14 02:40:37.074218,2024-05-16 02:40:37.074218,119725,98102,21623,56
FC#13752,2015-12-26 20:25:37.074228,511,2016-01-07 20:25:37.074228,533,2022-10-27 02:36:37.074228,MFG_ID#1897,2015-12-11 20:25:37.074228,MFG_ID#1897,2015-12-28 20:25:37.074228,2015-12-29 20:25:37.074228,177918,153149,24769,58
FC#77496,2023-05-26 07:03:37.074237,44,2023-06-06 07:03:37.074237,172,2024-03-26 04:49:37.074237,MFG_ID#1401,2023-05-14 07:03:37.074237,MFG_ID#1401,2023-05-30 07:03:37.074237,2023-05-31 07:03:37.074237,163966,123213,40753,141
FC#102657,2021-08-24 19:17:37.074247,300,2021-09-01 19:17:37.074247,878,2022-09-01 22:05:37.074247,MFG_ID#760,2021-08-17 19:17:37.074247,MFG_ID#760,2021-08-28 19:17:37.074247,2021-08-31 19:17:37.074247,138206,119565,18641,138
FC#98595,2024-11-26 04:17:37.074258,763,2024-12-07 04:17:37.074258,556,2022-09-09 13:02:37.074258,MFG_ID#1855,2024-11-17 04:17:37.074258,MFG_ID#1855,2024-11-30 04:17:37.074258,2024-12-03 04:17:37.074258,151438,107753,43685,75
FC#76980,2017-06-23 23:12:37.074267,712,2017-07-01 23:12:37.074267,942,2025-01-04 05:11:37.074267,MFG_ID#1735,2017-06-04 23:12:37.074267,MFG_ID#1735,2017-06-25 23:12:37.074267,2017-06-29 23:12:37.074267,149047,121453,27594,125
FC#35662,2015-08-09 09:08:37.074277,173,2015-08-21 09:08:37.074277,449,2024-11-15 12:10:37.074277,MFG_ID#1653,2015-08-27 09:08:37.074277,MFG_ID#1653,2015-08-12 09:08:37.074277,2015-08-14 09:08:37.074277,101436,75091,26345,88
FC#194378,2017-10-21 09:54:37.074287,232,2017-10-31 09:54:37.074287,739,2023-09-04 05:15:37.074287,MFG_ID#1775,2017-10-21 09:54:37.074287,MFG_ID#1775,2017-10-23 09:54:37.074287,2017-10-24 09:54:37.074287,186406,145303,41103,78
FC#52866,2021-05-22 16:49:37.074297,440,2021-05-29 16:49:37.074297,167,2024-11-25 07:49:37.074297,MFG_ID#1033,2021-05-16 16:49:37.074297,MFG_ID#1033,2021-05-25 16:49:37.074297,2021-05-26 16:49:37.074297,84276,80902,3374,54
FC#77828,2025-01-10 05:28:37.074307,262,2025-01-17 05:28:37.074307,630,2022-10-08 20:42:37.074307,MFG_ID#605,2024-12-25 05:28:37.074307,MFG_ID#605,2025-01-12 05:28:37.074307,2025-01-16 05:28:37.074307,88405,70063,18342,120
FC#99037,2021-01-03 00:19:37.074318,879,2021-01-11 00:19:37.074318,498,2024-10-30 19:28:37.074318,MFG_ID#1520,2020-12-20 00:19:37.074318,MFG_ID#1520,2021-01-05 00:19:37.074318,2021-01-06 00:19:37.074318,182818,168973,13845,67
FC#145387,2016-03-03 03:34:37.074329,812,2016-03-13 03:34:37.074329,820,2022-05-03 03:09:37.074329,MFG_ID#1351,2016-02-23 03:34:37.074329,MFG_ID#1351,2016-03-05 03:34:37.074329,2016-03-08 03:34:37.074329,98609,48905,49704,67
FC#169700,2016-07-01 02:27:37.074340,607,2016-07-11 02:27:37.074340,856,2024-12-09 03:55:37.074340,MFG_ID#1407,2016-07-19 02:27:37.074340,MFG_ID#1407,2016-07-05 02:27:37.074340,2016-07-08 02:27:37.074340,104720,67518,37202,60
FC#110512,2019-07-01 16:55:37.074351,429,2019-07-11 16:55:37.074351,646,2022-07-13 09:58:37.074351,MFG_ID#574,2019-06-19 16:55:37.074351,MFG_ID#574,2019-07-04 16:55:37.074351,2019-07-05 16:55:37.074351,98294,50195,48099,111
FC#104382,2024-09-22 09:24:37.074362,709,2024-09-29 09:24:37.074362,548,2022-02-24 01:26:37.074362,MFG_ID#1362,2024-09-07 09:24:37.074362,MFG_ID#1362,2024-09-24 09:24:37.074362,2024-09-27 09:24:37.074362,185596,136151,49445,62
FC#22761,2017-08-24 22:07:37.074373,177,2017-09-01 22:07:37.074373,466,2024-07-03 16:03:37.074373,MFG_ID#1110,2017-08-16 22:07:37.074373,MFG_ID#1110,2017-08-27 22:07:37.074373,2017-08-29 22:07:37.074373,180538,178552,1986,82
FC#93142,2017-01-17 07:39:37.074384,80,2017-01-28 07:39:37.074384,625,2024-05-05 15:22:37.074384,MFG_ID#1940,2017-01-31 07:39:37.074384,MFG_ID#1940,2017-01-20 07:39:37.074384,2017-01-24 07:39:37.074384,138456,92295,46161,67
FC#163192,2019-05-10 07:10:37.074395,26,2019-05-20 07:10:37.074395,83,2023-09-04 05:23:37.074395,MFG_ID#1964,2019-05-01 07:10:37.074395,MFG_ID#1964,2019-05-14 07:10:37.074395,2019-05-18 07:10:37.074395,179062,162418,16644,116
FC#187248,2019-01-07 21:47:37.074407,132,2019-01-17 21:47:37.074407,464,2021-02-04 23:49:37.074407,MFG_ID#1286,2018-12-24 21:47:37.074407,MFG_ID#1286,2019-01-09 21:47:37.074407,2019-01-11 21:47:37.074407,177594,172528,5066,103
FC#25404,2017-09-11 17:02:37.074419,410,2017-09-22 17:02:37.074419,882,2023-03-04 08:24:37.074419,MFG_ID#1192,2017-09-08 17:02:37.074419,MFG_ID#1192,2017-09-15 17:02:37.074419,2017-09-16 17:02:37.074419,183766,157211,26555,80
FC#102560,2019-10-20 15:44:37.074431,88,2019-10-29 15:44:37.074431,165,2021-09-28 13:27:37.074431,MFG_ID#766,2019-10-03 15:44:37.074431,MFG_ID#766,2019-10-22 15:44:37.074431,2019-10-24 15:44:37.074431,164922,125457,39465,76
FC#179249,2023-10-13 08:01:37.074442,724,2023-10-23 08:01:37.074442,441,2023-12-11 04:43:37.074442,MFG_ID#998,2023-10-06 08:01:37.074442,MFG_ID#998,2023-10-16 08:01:37.074442,2023-10-18 08:01:37.074442,116822,110393,6429,98
FC#159858,2018-11-29 14:02:37.074453,209,2018-12-06 14:02:37.074453,833,2021-03-26 23:39:37.074453,MFG_ID#986,2018-11-13 14:02:37.074453,MFG_ID#986,2018-12-03 14:02:37.074453,2018-12-04 14:02:37.074453,160628,130912,29716,100
FC#198999,2023-12-26 15:18:37.074464,493,2024-01-03 15:18:37.074464,883,2021-04-24 08:56:37.074464,MFG_ID#1060,2024-01-11 15:18:37.074464,MFG_ID#1060,2023-12-28 15:18:37.074464,2024-01-01 15:18:37.074464,81887,53803,28084,51
FC#65074,2015-05-30 22:59:37.074475,280,2015-06-10 22:59:37.074475,720,2023-11-08 15:20:37.074475,MFG_ID#1780,2015-05-22 22:59:37.074475,MFG_ID#1780,2015-06-03 22:59:37.074475,2015-06-05 22:59:37.074475,172102,136906,35196,147
FC#94756,2022-03-04 14:56:37.074486,628,2022-03-16 14:56:37.074486,667,2024-10-31 04:17:37.074486,MFG_ID#899,2022-02-24 14:56:37.074486,MFG_ID#899,2022-03-08 14:56:37.074486,2022-03-12 14:56:37.074486,195215,173148,22067,122
FC#178422,2018-10-13 06:21:37.074497,74,2018-10-20 06:21:37.074497,149,2021-05-15 03:16:37.074497,MFG_ID#547,2018-10-03 06:21:37.074497,MFG_ID#547,2018-10-16 06:21:37.074497,2018-10-19 06:21:37.074497,182064,146658,35406,98
FC#21735,2024-04-05 04:25:37.074508,672,2024-04-16 04:25:37.074508,242,2024-02-09 18:40:37.074508,MFG_ID#1185,2024-03-31 04:25:37.074508,MFG_ID#1185,2024-04-09 04:25:37.074508,2024-04-10 04:25:37.074508,122906,87742,35164,102
FC#133862,2020-06-03 15:14:37.074519,531,2020-06-13 15:14:37.074519,824,2024-08-17 12:10:37.074519,MFG_ID#1207,2020-06-02 15:14:37.074519,MFG_ID#1207,2020-06-06 15:14:37.074519,2020-06-10 15:14:37.074519,193144,166142,27002,59
FC#126720,2024-10-22 22:20:37.074531,766,2024-11-02 22:20:37.074531,238,2024-12-16 22:35:37.074531,MFG_ID#664,2024-11-04 22:20:37.074531,MFG_ID#664,2024-10-24 22:20:37.074531,2024-10-25 22:20:37.074531,117143,109546,7597,122
FC#33579,2015-12-14 19:33:37.074541,198,2015-12-22 19:33:37.074541,820,2021-10-12 03:33:37.074541,MFG_ID#585,2015-11-29 19:33:37.074541,MFG_ID#585,2015-12-16 19:33:37.074541,2015-12-19 19:33:37.074541,92094,62148,29946,76
FC#9005,2023-11-07 21:48:37.074552,993,2023-11-15 21:48:37.074552,931,2022-01-18 15:30:37.074552,MFG_ID#1815,2023-10-31 21:48:37.074552,MFG_ID#1815,2023-11-11 21:48:37.074552,2023-11-14 21:48:37.074552,75499,37096,38403,79
FC#179116,2018-08-31 04:51:37.074563,418,2018-09-11 04:51:37.074563,667,2021-05-21 23:31:37.074563,MFG_ID#646,2018-08-20 04:51:37.074563,MFG_ID#646,2018-09-03 04:51:37.074563,2018-09-05 04:51:37.074563,139118,117073,22045,138
FC#171138,2016-02-09 14:25:37.074575,424,2016-02-21 14:25:37.074575,154,2023-12-16 00:55:37.074575,MFG_ID#1318,2016-01-28 14:25:37.074575,MFG_ID#1318,2016-02-12 14:25:37.074575,2016-02-13 14:25:37.074575,108886,66599,42287,149
FC#104244,2021-10-12 17:06:37.074586,415,2021-10-20 17:06:37.074586,899,2023-08-04 08:51:37.074586,MFG_ID#1763,2021-10-27 17:06:37.074586,MFG_ID#1763,2021-10-16 17:06:37.074586,2021-10-17 17:06:37.074586,114282,97509,16773,107
FC#87271,2021-02-28 19:17:37.074597,323,2021-03-12 19:17:37.074597,582,2024-11-01 05:51:37.074597,MFG_ID#1843,2021-02-18 19:17:37.074597,MFG_ID#1843,2021-03-03 19:17:37.074597,2021-03-07 19:17:37.074597,148671,122747,25924,148
FC#109904,2021-05-10 07:14:37.074608,535,2021-05-21 07:14:37.074608,822,2023-11-06 19:37:37.074608,MFG_ID#598,2021-04-23 07:14:37.074608,MFG_ID#598,2021-05-13 07:14:37.074608,2021-05-16 07:14:37.074608,153616,105432,48184,98
FC#156692,2021-06-03 00:23:37.074619,77,2021-06-15 00:23:37.074619,554,2024-09-18 02:26:37.074619,MFG_ID#665,2021-06-28 00:23:37.074619,MFG_ID#665,2021-06-07 00:23:37.074619,2021-06-09 00:23:37.074619,151166,114733,36433,112
FC#130588,2022-10-09 07:12:37.074630,279,2022-10-21 07:12:37.074630,405,2024-09-08 21:40:37.074630,MFG_ID#964,2022-09-17 07:12:37.074630,MFG_ID#964,2022-10-12 07:12:37.074630,2022-10-14 07:12:37.074630,166757,122366,44391,106
FC#127905,2015-08-24 17:11:37.074641,767,2015-09-03 17:11:37.074641,281,2021-10-25 12:03:37.074641,MFG_ID#905,2015-08-13 17:11:37.074641,MFG_ID#905,2015-08-27 17:11:37.074641,2015-08-28 17:11:37.074641,96448,57599,38849,65
FC#74321,2017-08-26 02:43:37.074652,78,2017-09-05 02:43:37.074652,69,2022-08-15 22:41:37.074652,MFG_ID#1225,2017-08-11 02:43:37.074652,MFG_ID#1225,2017-08-28 02:43:37.074652,2017-08-29 02:43:37.074652,119384,118792,592,114
FC#106074,2018-02-16 21:25:37.074663,266,2018-02-27 21:25:37.074663,856,2023-12-24 04:27:37.074663,MFG_ID#1631,2018-03-05 21:25:37.074663,MFG_ID#1631,2018-02-19 21:25:37.074663,2018-02-21 21:25:37.074663,183139,159306,23833,139
FC#170844,2024-11-26 06:39:37.074674,317,2024-12-06 06:39:37.074674,605,2024-04-19 11:47:37.074674,MFG_ID#1931,2024-11-16 06:39:37.074674,MFG_ID#1931,2024-11-28 06:39:37.074674,2024-11-30 06:39:37.074674,120532,84765,35767,112
FC#144532,2019-09-01 13:22:37.074685,930,2019-09-09 13:22:37.074685,277,2024-01-13 17:30:37.074685,MFG_ID#942,2019-08-22 13:22:37.074685,MFG_ID#942,2019-09-03 13:22:37.074685,2019-09-06 13:22:37.074685,113298,78697,34601,148
FC#39863,2016-03-31 03:19:37.074696,796,2016-04-12 03:19:37.074696,746,2022-06-19 19:18:37.074696,MFG_ID#1025,2016-04-22 03:19:37.074696,MFG_ID#1025,2016-04-03 03:19:37.074696,2016-04-04 03:19:37.074696,184564,161256,23308,148
FC#26042,2018-11-25 23:50:37.074705,390,2018-12-06 23:50:37.074705,432,2021-08-10 06:20:37.074705,MFG_ID#525,2018-11-17 23:50:37.074705,MFG_ID#525,2018-11-27 23:50:37.074705,2018-11-29 23:50:37.074705,166096,125715,40381,149
FC#54777,2019-04-16 09:00:37.074715,474,2019-04-24 09:00:37.074715,470,2024-06-25 23:32:37.074715,MFG_ID#1724,2019-03-30 09:00:37.074715,MFG_ID#1724,2019-04-18 09:00:37.074715,2019-04-22 09:00:37.074715,109443,71787,37656,128
FC#9510,2016-07-17 02:40:37.074725,586,2016-07-27 02:40:37.074725,638,2024-03-16 05:40:37.074725,MFG_ID#994,2016-07-26 02:40:37.074725,MFG_ID#994,2016-07-21 02:40:37.074725,2016-07-22 02:40:37.074725,122806,80407,42399,120
FC#119879,2022-02-25 05:05:37.074735,949,2022-03-05 05:05:37.074735,678,2021-08-15 11:08:37.074735,MFG_ID#516,2022-02-24 05:05:37.074735,MFG_ID#516,2022-02-28 05:05:37.074735,2022-03-02 05:05:37.074735,137802,132354,5448,90
FC#11354,2017-05-25 09:25:37.074745,135,2017-06-05 09:25:37.074745,623,2023-12-03 23:16:37.074745,MFG_ID#1646,2017-05-03 09:25:37.074745,MFG_ID#1646,2017-05-28 09:25:37.074745,2017-05-31 09:25:37.074745,185791,173320,12471,103
FC#162094,2023-07-06 19:38:37.074754,824,2023-07-18 19:38:37.074754,364,2024-08-07 07:32:37.074754,MFG_ID#619,2023-07-26 19:38:37.074754,MFG_ID#619,2023-07-08 19:38:37.074754,2023-07-12 19:38:37.074754,86834,64175,22659,135
FC#90137,2015-11-11 19:49:37.074764,663,2015-11-20 19:49:37.074764,126,2024-11-04 15:45:37.074764,MFG_ID#1811,2015-11-12 19:49:37.074764,MFG_ID#1811,2015-11-14 19:49:37.074764,2015-11-16 19:49:37.074764,196804,179233,17571,150
FC#150174,2015-08-15 17:29:37.074774,857,2015-08-26 17:29:37.074774,736,2024-08-05 19:11:37.074774,MFG_ID#1369,2015-08-01 17:29:37.074774,MFG_ID#1369,2015-08-19 17:29:37.074774,2015-08-23 17:29:37.074774,178955,173376,5579,97
FC#49081,2024-08-03 03:59:37.074784,273,2024-08-13 03:59:37.074784,306,2023-11-23 06:12:37.074784,MFG_ID#1190,2024-07-23 03:59:37.074784,MFG_ID#1190,2024-08-05 03:59:37.074784,2024-08-09 03:59:37.074784,195499,159398,36101,113
FC#59582,2023-04-20 15:40:37.074793,310,2023-05-01 15:40:37.074793,370,2024-08-08 08:24:37.074793,MFG_ID#1088,2023-04-06 15:40:37.074793,MFG_ID#1088,2023-04-22 15:40:37.074793,2023-04-25 15:40:37.074793,144390,139875,4515,103
FC#62294,2015-06-01 12:00:37.074803,363,2015-06-08 12:00:37.074803,596,2024-06-16 02:30:37.074803,MFG_ID#1284,2015-06-03 12:00:37.074803,MFG_ID#1284,2015-06-03 12:00:37.074803,2015-06-05 12:00:37.074803,118922,73018,45904,90
FC#55804,2022-05-31 16:53:37.074814,990,2022-06-09 16:53:37.074814,352,2022-11-03 16:56:37.074814,MFG_ID#929,2022-06-02 16:53:37.074814,MFG_ID#929,2022-06-04 16:53:37.074814,2022-06-05 16:53:37.074814,173161,165136,8025,105
FC#126464,2015-10-03 15:06:37.074825,819,2015-10-15 15:06:37.074825,659,2024-12-19 11:54:37.074825,MFG_ID#562,2015-09-29 15:06:37.074825,MFG_ID#562,2015-10-06 15:06:37.074825,2015-10-07 15:06:37.074825,91067,47490,43577,70
FC#1054,2021-10-13 23:37:37.074836,731,2021-10-23 23:37:37.074836,644,2024-08-26 18:25:37.074836,MFG_ID#1801,2021-09-22 23:37:37.074836,MFG_ID#1801,2021-10-17 23:37:37.074836,2021-10-19 23:37:37.074836,86094,43208,42886,101
FC#183145,2019-10-19 20:49:37.074847,629,2019-10-29 20:49:37.074847,478,2021-02-26 18:32:37.074847,MFG_ID#1977,2019-10-12 20:49:37.074847,MFG_ID#1977,2019-10-22 20:49:37.074847,2019-10-23 20:49:37.074847,125954,103341,22613,95
FC#137861,2018-08-01 20:39:37.074858,962,2018-08-08 20:39:37.074858,270,2021-04-12 21:27:37.074858,MFG_ID#1432,2018-07-28 20:39:37.074858,MFG_ID#1432,2018-08-05 20:39:37.074858,2018-08-09 20:39:37.074858,120245,75499,44746,55
FC#180600,2018-12-29 02:18:37.074869,666,2019-01-07 02:18:37.074869,939,2023-01-18 20:53:37.074869,MFG_ID#554,2018-12-12 02:18:37.074869,MFG_ID#554,2019-01-01 02:18:37.074869,2019-01-05 02:18:37.074869,116556,69349,47207,145
FC#112189,2023-01-03 23:18:37.074880,877,2023-01-14 23:18:37.074880,831,2022-08-24 02:09:37.074880,MFG_ID#687,2022-12-16 23:18:37.074880,MFG_ID#687,2023-01-06 23:18:37.074880,2023-01-10 23:18:37.074880,167682,153034,14648,144
FC#10219,2015-08-12 22:09:37.074894,353,2015-08-23 22:09:37.074894,964,2023-02-27 16:08:37.074894,MFG_ID#1471,2015-08-07 22:09:37.074894,MFG_ID#1471,2015-08-14 22:09:37.074894,2015-08-15 22:09:37.074894,128771,126233,2538,51
FC#85256,2019-02-14 21:23:37.074905,541,2019-02-21 21:23:37.074905,908,2021-04-28 05:38:37.074905,MFG_ID#1503,2019-01-27 21:23:37.074905,MFG_ID#1503,2019-02-17 21:23:37.074905,2019-02-18 21:23:37.074905,78301,60373,17928,137
FC#170277,2024-01-08 18:43:37.074916,414,2024-01-15 18:43:37.074916,520,2021-12-25 21:10:37.074916,MFG_ID#1161,2023-12-31 18:43:37.074916,MFG_ID#1161,2024-01-11 18:43:37.074916,2024-01-12 18:43:37.074916,139867,129449,10418,100
FC#140480,2017-11-01 22:07:37.074927,122,2017-11-12 22:07:37.074927,320,2023-03-27 17:20:37.074927,MFG_ID#1447,2017-10-27 22:07:37.074927,MFG_ID#1447,2017-11-04 22:07:37.074927,2017-11-08 22:07:37.074927,145343,114979,30364,51
FC#51728,2021-01-31 14:57:37.074938,42,2021-02-10 14:57:37.074938,292,2022-10-28 05:59:37.074938,MFG_ID#1994,2021-01-27 14:57:37.074938,MFG_ID#1994,2021-02-02 14:57:37.074938,2021-02-03 14:57:37.074938,198152,176528,21624,137
FC#174749,2021-09-28 22:47:37.074949,48,2021-10-10 22:47:37.074949,921,2024-01-26 22:09:37.074949,MFG_ID#593,2021-09-23 22:47:37.074949,MFG_ID#593,2021-10-01 22:47:37.074949,2021-10-05 22:47:37.074949,89223,82494,6729,120
FC#191977,2016-04-07 06:43:37.074960,591,2016-04-16 06:43:37.074960,385,2021-09-14 19:07:37.074960,MFG_ID#702,2016-03-28 06:43:37.074960,MFG_ID#702,2016-04-11 06:43:37.074960,2016-04-15 06:43:37.074960,91594,44536,47058,86
FC#12485,2021-09-20 11:15:37.074971,254,2021-09-27 11:15:37.074971,739,2022-04-16 06:18:37.074971,MFG_ID#1997,2021-09-29 11:15:37.074971,MFG_ID#1997,2021-09-24 11:15:37.074971,2021-09-27 11:15:37.074971,100624,62097,38527,58
FC#2994,2023-05-25 14:01:37.074984,234,2023-06-06 14:01:37.074984,704,2023-08-15 17:33:37.074984,MFG_ID#1419,2023-06-06 14:01:37.074984,MFG_ID#1419,2023-05-29 14:01:37.074984,2023-05-31 14:01:37.074984,164408,146591,17817,127
FC#55804,2016-08-26 03:39:37.074995,232,2016-09-04 03:39:37.074995,313,2022-11-10 23:59:37.074995,MFG_ID#1579,2016-08-16 03:39:37.074995,MFG_ID#1579,2016-08-30 03:39:37.074995,2016-09-01 03:39:37.074995,106549,88173,18376,99
FC#53644,2021-07-22 03:06:37.075006,283,2021-07-30 03:06:37.075006,19,2022-04-16 00:08:37.075006,MFG_ID#1554,2021-07-16 03:06:37.075006,MFG_ID#1554,2021-07-26 03:06:37.075006,2021-07-29 03:06:37.075006,98472,64143,34329,52
FC#80112,2019-11-27 09:40:37.075017,436,2019-12-08 09:40:37.075017,738,2021-12-31 07:20:37.075017,MFG_ID#1529,2019-11-11 09:40:37.075017,MFG_ID#1529,2019-11-30 09:40:37.075017,2019-12-01 09:40:37.075017,92642,42719,49923,142
FC#83749,2022-05-22 07:41:37.075028,960,2022-05-30 07:41:37.075028,705,2024-03-31 21:29:37.075028,MFG_ID#1002,2022-05-05 07:41:37.075028,MFG_ID#1002,2022-05-26 07:41:37.075028,2022-05-30 07:41:37.075028,106033,60620,45413,65
FC#80919,2017-01-10 20:55:37.075039,841,2017-01-21 20:55:37.075039,691,2023-03-22 14:52:37.075039,MFG_ID#1174,2017-01-05 20:55:37.075039,MFG_ID#1174,2017-01-14 20:55:37.075039,2017-01-18 20:55:37.075039,104705,78362,26343,148
FC#154911,2016-05-30 23:15:37.075050,184,2016-06-10 23:15:37.075050,814,2021-08-13 01:59:37.075050,MFG_ID#1980,2016-06-21 23:15:37.075050,MFG_ID#1980,2016-06-01 23:15:37.075050,2016-06-04 23:15:37.075050,162143,124308,37835,88
FC#42929,2017-02-05 19:27:37.075061,281,2017-02-16 19:27:37.075061,988,2021-07-31 07:53:37.075061,MFG_ID#1184,2017-02-17 19:27:37.075061,MFG_ID#1184,2017-02-08 19:27:37.075061,2017-02-09 19:27:37.075061,160266,157253,3013,103
FC#145471,2015-11-30 02:44:37.075072,344,2015-12-10 02:44:37.075072,78,2022-06-06 10:56:37.075072,MFG_ID#706,2015-11-10 02:44:37.075072,MFG_ID#706,2015-12-02 02:44:37.075072,2015-12-03 02:44:37.075072,84170,49061,35109,114
FC#119176,2016-05-17 08:12:37.075083,160,2016-05-26 08:12:37.075083,617,2021-12-29 17:42:37.075083,MFG_ID#1326,2016-05-16 08:12:37.075083,MFG_ID#1326,2016-05-21 08:12:37.075083,2016-05-25 08:12:37.075083,179127,141035,38092,103
FC#126058,2023-08-07 11:15:37.075094,982,2023-08-14 11:15:37.075094,799,2021-03-02 20:00:37.075094,MFG_ID#1509,2023-07-29 11:15:37.075094,MFG_ID#1509,2023-08-10 11:15:37.075094,2023-08-11 11:15:37.075094,111958,90163,21795,116
FC#104157,2022-11-28 08:30:37.075105,947,2022-12-08 08:30:37.075105,306,2022-09-14 08:29:37.075105,MFG_ID#1668,2022-12-08 08:30:37.075105,MFG_ID#1668,2022-12-01 08:30:37.075105,2022-12-03 08:30:37.075105,136636,106655,29981,61
FC#125113,2023-10-26 14:09:37.075116,786,2023-11-02 14:09:37.075116,210,2024-09-18 14:07:37.075116,MFG_ID#1957,2023-10-09 14:09:37.075116,MFG_ID#1957,2023-10-30 14:09:37.075116,2023-11-02 14:09:37.075116,190266,146828,43438,138
FC#84942,2020-12-16 01:20:37.075127,574,2020-12-26 01:20:37.075127,768,2023-12-11 08:28:37.075127,MFG_ID#1346,2020-12-20 01:20:37.075127,MFG_ID#1346,2020-12-18 01:20:37.075127,2020-12-21 01:20:37.075127,86579,41737,44842,97
FC#73094,2020-03-09 08:25:37.075138,170,2020-03-20 08:25:37.075138,454,2023-03-21 19:08:37.075138,MFG_ID#1447,2020-03-25 08:25:37.075138,MFG_ID#1447,2020-03-11 08:25:37.075138,2020-03-13 08:25:37.075138,129749,116289,13460,137
FC#22400,2023-12-17 16:06:37.075149,423,2023-12-25 16:06:37.075149,326,2023-02-23 01:08:37.075149,MFG_ID#1718,2023-12-12 16:06:37.075149,MFG_ID#1718,2023-12-19 16:06:37.075149,2023-12-20 16:06:37.075149,123158,111938,11220,92
FC#10539,2022-06-23 20:11:37.075160,858,2022-06-30 20:11:37.075160,610,2023-02-04 01:41:37.075160,MFG_ID#1691,2022-06-15 20:11:37.075160,MFG_ID#1691,2022-06-26 20:11:37.075160,2022-06-28 20:11:37.075160,109039,76113,32926,94
FC#184718,2015-10-09 20:04:37.075171,518,2015-10-20 20:04:37.075171,794,2023-02-25 02:36:37.075171,MFG_ID#684,2015-10-02 20:04:37.075171,MFG_ID#684,2015-10-12 20:04:37.075171,2015-10-14 20:04:37.075171,127887,97299,30588,91
FC#102068,2017-05-11 03:52:37.075186,473,2017-05-20 03:52:37.075186,813,2022-03-19 03:34:37.075186,MFG_ID#768,2017-05-13 03:52:37.075186,MFG_ID#768,2017-05-15 03:52:37.075186,2017-05-16 03:52:37.075186,112287,69253,43034,85
FC#41391,2019-05-16 23:36:37.075196,103,2019-05-26 23:36:37.075196,987,2021-05-31 09:16:37.075196,MFG_ID#1504,2019-05-14 23:36:37.075196,MFG_ID#1504,2019-05-19 23:36:37.075196,2019-05-22 23:36:37.075196,95382,59904,35478,132
FC#182000,2021-05-15 04:44:37.075207,844,2021-05-23 04:44:37.075207,626,2022-10-01 08:09:37.075207,MFG_ID#666,2021-04-26 04:44:37.075207,MFG_ID#666,2021-05-17 04:44:37.075207,2021-05-18 04:44:37.075207,131254,96418,34836,148
